pin,t,lin,lout,hazard_1,hazard_2,hazard_b,ce_1,ce_2,S_1,S_2,S_b,p_1,p_2,p_b,e_1,e_2
0.08,12,8,2,0.4289520288817223,0.43033428421277325,0.20929922734622847,0.9769880730191224,0.9770496306245051,5.753951141223627e-4,4.928800516001123e-5,0.023157638653929283,4.3221745649157743e-4,3.723292069893686e-5,0.006129848414291206,0.9307293208598689,0.9326765802791815
0.08,13,8,2,0.4263600255615828,0.4271879937921128,0.20736489329730923,0.9817685485312965,0.9817975579139001,3.3006963855714233e-4,2.823276111769073e-5,0.018355557385439595,2.453254755652204e-4,2.1055244042320502e-5,0.0048020812684896885,0.9432950229449673,0.9444593454473489
0.08,14,8,2,0.4242609056911633,0.42475700606234146,0.2058451325422452,0.9855252613649969,0.9855389844106386,1.9003399476173424e-4,1.6240698032467132e-5,0.014577155242546993,1.400356437954081e-4,1.1992063085223599e-5,0.0037784021428926024,0.9536987789547045,0.9543927862718435
0.08,15,8,2,0.42256724966971443,0.4228645774343387,0.20464660964458756,0.9884891672368892,0.9884956784976743,1.0973185225151929e-4,9.373082121729222e-6,0.011593989843896925,8.030214251021495e-5,6.86761591073791e-6,0.0029831653986500672,0.9622862914372339,0.9626988199801862
0.08,16,8,2,0.4212043387533952,0.4213825736918434,0.20369863274078231,0.9908346359595347,0.9908377327240747,6.351231998373284e-5,5.423428653849958e-6,0.009232309964684604,4.6219532267786445e-5,3.949653467879264e-6,0.002361679879212321,0.9693517649421804,0.9695963833238018
0.08,17,8,2,0.4201096317023762,0.42021649424201485,0.20294707916563146,0.9926950162975793,0.9926964918871841,3.683018262680337e-5,3.1444144781574394e-6,0.0073586396234001095,2.6682137356929473e-5,2.2790141756925184e-6,0.0018736703412844946,0.9751462848398336,0.9752910294839896
0.08,18,8,2,0.41923150848653473,0.41929558806805867,0.2023501507080923,0.9941732906329145,0.994173994789215,2.1389809606334025e-5,1.825975360408698e-6,0.005869617786598559,1.5440373020469342e-5,1.3184391177487414e-6,0.0014890218368015509,0.9798838513457699,0.9799693411872509
0.08,19,8,2,0.41852777019863335,0.4185661996226321,0.20187534120048534,0.9953495919598689,0.9953499283831353,1.2437580286821735e-5,1.0616837931978634e-6,0.004684686693212536,8.95222931951229e-6,7.642915672108346e-7,0.0011849310933860222,0.9837461584463161,0.9837965703035885
0.08,20,8,2,0.41796414883886246,0.4179871976547278,0.20149722874515041,0.9962866390360244,0.9962867999195599,7.2391176286252745e-6,6.179135596836469e-7,0.003740735306990928,5.198462658196461e-6,4.4377023351421656e-7,9.439513862216082e-4,0.9868866769134278,0.986916362970799
0.09,0,8,2,0,0,0,NA,NA,1,1,1,0,0,0,0,1
0.09,1,8,2,0.4867522559599717,0.835270211411272,0.4065696597405991,0,0.835270211411272,0.5132477440400283,0.164729788588728,0.5934303402594009,0.48675225595997174,0.835270211411272,0.4065696597405991,0.4867522559599717,0.835270211411272
0.09,2,8,2,0.4453660751023487,0.6794604923110045,0.3027051347668413,0.47253126640780846,0.7418520510707912,0.284664610721786,0.05280240533594319,0.41379592913644647,0.22858313331824226,0.11192738325278481,0.17963441112295442,0.4585887932538655,0.7315743027865704
0.09,3,8,2,0.4259261886654512,0.5694656873732772,0.24858443743137176,0.6529569234758614,0.7551711284064674,0.16341849802912134,0.022733247286347902,0.3109327008806712,0.12124611269266466,0.030069158049595285,0.10286322825577526,0.5300399393736955,0.7053230159208058
0.09,4,8,2,0.40885608696378156,0.49441431466833646,0.21495908113532,0.7453210513779844,0.7876160600330172,0.09660385038743634,0.011493604409082385,0.2440948932044388,0.066814647641685,0.011239642877265517,0.0668378076762324,0.5871959563032583,0.7012162539821972
0.09,5,8,2,0.39204489224100997,0.4425252836798463,0.19199992087347792,0.8012374353329774,0.8197477175971801,0.058730804272227204,0.0064073938574492695,0.1972286930235665,0.037873046115209134,0.005086210551633116,0.046866200180872314,0.63232109889406,0.707039785709406
0.09,6,8,2,0.3759466821971346,0.4056298409494707,0.17535387618461523,0.8389917066284878,0.8474199444882193,0.036651153263314085,0.0038083637061515066,0.16264387720705853,0.02207965100891312,0.002599030151297763,0.03458481581650796,0.6687398208829947,0.7179930210840438
0.09,7,8,2,0.36109258542373035,0.37853764362056924,0.1627709834528525,0.8664157704219537,0.8703680308865978,0.02341669357270261,0.0023667546827748176,0.13617017336148063,0.013234459690611475,0.001441609023376689,0.0264737038455779,0.6990223216474666,0.7316684292346403
0.09,8,8,2,0.3477452988947842,0.3580055966181613,0.1529633956626451,0.8873512301030627,0.8892470557584815,0.015273648467135569,0.001519443260519192,0.1153411212561375,0.008143045105567041,8.473114222556255e-4,0.020829052105343124,0.7249418897027382,0.7466982005716777
0.09,9,8,2,0.3359501091095988,0.34199250107357987,0.145137861788881,0.9038944861260362,0.9048203181861005,0.010142464598099716,9.998050596148388e-4,0.09860075754068966,0.005131183869035853,5.196382009043533e-4,0.016740363715447848,0.7476767790299393,0.7622550193431844
0.09,10,8,2,0.3256267209598868,0.3291904571056485,0.13877781812816742,0.9172930228141176,0.917751737487663,0.006839807108568768,6.706787750236897e-4,0.0849171595434083,0.0033026574895309475,3.2912628459114905e-4,0.01368359799728136,0.7680018757908139,0.7778242472678903
0.09,11,8,2,0.3166365068169784,0.31874155819044653,0.1335318093121564,0.9283432706961589,0.92857325530665,0.004674074478409616,4.56905577227379e-4,0.07357801758792794,0.0021657326301591524,2.1377319779631074e-4,0.011339141955480359,0.7864284489101175,0.7930834389599576
0.09,12,8,2,0.30882266609966846,0.31006791782127197,0.12915207631007436,0.9375833118209498,0.9376997591073897,0.0032306143364387416,3.1523381625555923e-4,0.06407526384566786,0.0014434601419708744,1.4167176097181974e-4,0.009502753742260076,0.8032979254499797,0.8078323369092364
0.09,13,8,2,0.3020315188968164,0.3027691663984249,0.1254587561853077,0.9453934784390803,0.945452928101002,0.002254866981434318,2.1979073648726932e-4,0.056036460941344964,9.757473550044238e-4,9.544307976828992e-5,0.008038802904322899,0.8188428463105507,0.8219498915082365
0.09,14,8,2,0.2961224142966105,0.296559927445523,0.1223180085308278,0.9520524335341799,0.9520829975902382,0.0015871503269742771,1.5460961162140665e-4,0.04918219263388413,6.677166544600407e-4,6.518112486586267e-5,0.006854268307460831,0.833226018229636,0.8353670438321178
0.09,15,8,2,0.2909713030029607,0.29123110091634863,0.11962811677462075,0.9577702921717047,0.957786099908401,0.0011253351282729965,1.0958248421665529e-4,0.04329861955024595,4.6181519870128066e-4,4.5027127404751355e-5,0.005883573083638183,0.8465655697075795,0.8480491799758597
0.09,16,8,2,0.286471031262192,0.28662546268336137,0.11731035824481915,0.9627091943539196,0.9627174122458622,8.029592135610601e-4,7.817335397606433e-5,0.03821924297930047,3.2237591471193637e-4,3.140913024059096e-5,0.005079376570945482,0.8589509770579473,0.8599846860981205
0.09,17,8,2,0.2825300970728472,0.28262198257643945,0.11530283281483089,0.9669966519306747,0.9670009431441532,5.760990690081168e-4,5.607984569069925e-5,0.03381245599574879,2.2686014455294335e-4,2.2093508285365085e-5,0.00440678698355168,0.8704533131314652,0.8711774081524227
0.09,18,8,2,0.2790708127326568,0.2791255305591663,0.11355618628456349,0.9707345356159245,0.9707367850582573,4.153266336054946e-4,4.042652900860665e-5,0.02997284244395693,1.6077243540262216e-4,1.56533166820926e-5,0.0038396135517918574,0.8811317918892408,0.8816416307027299
0.09,19,8,2,0.27602735819050606,0.2760599676701617,0.11203058123495009,0.974005320288452,0.9740065034123224,3.006851201452137e-4,2.9266382717473843e-5,0.026614967483696853,1.1464151346028093e-4,1.1160146291132808e-5,0.0033578749602600766,0.8910379306330698,0.8913986895852015
0.09,20,8,2,0.27334395412671425,0.27336340137808285,0.11069350944834683,0.9768765425144879,0.9768771666283034,2.1849466045765486e-4,2.1266024791792455e-5,0.023668863329072812,8.219045968755882e-5,8.000357925681387e-6,0.0029461041546240407,0.9002181758166834,0.9004746498272805
