,generation,new_infections_1,new_infections_2,total_infections_1,total_infections_2,total_infections,simulation_id
0,0,1,0,1,0,1,0
1,1,1,0,2,0,2,0
2,2,1,0,3,0,3,0
3,3,1,0,4,0,4,0
4,4,2,0,6,0,6,0
5,5,3,0,9,0,9,0
6,6,1,0,10,0,10,0
7,7,2,0,12,0,12,0
8,8,2,0,14,0,14,0
9,9,0,1,14,1,15,0
10,10,1,3,15,4,19,0
11,11,1,1,16,5,21,0
12,12,0,1,16,6,22,0
13,13,0,1,16,7,23,0
14,14,0,0,16,7,23,0
0,0,1,0,1,0,1,1
1,1,0,1,1,1,2,1
2,2,0,1,1,2,3,1
3,3,0,0,1,2,3,1
0,0,1,0,1,0,1,2
1,1,1,0,2,0,2,2
2,2,0,0,2,0,2,2
0,0,1,0,1,0,1,3
1,1,0,1,1,1,2,3
2,2,0,2,1,3,4,3
3,3,0,1,1,4,5,3
4,4,0,0,1,4,5,3
0,0,1,0,1,0,1,4
1,1,2,0,3,0,3,4
2,2,0,1,3,1,4,4
3,3,0,0,3,1,4,4
0,0,1,0,1,0,1,5
1,1,1,0,2,0,2,5
2,2,1,1,3,1,4,5
3,3,1,2,4,3,7,5
4,4,0,1,4,4,8,5
5,5,0,0,4,4,8,5
0,0,1,0,1,0,1,6
1,1,0,0,1,0,1,6
0,0,1,0,1,0,1,7
1,1,0,0,1,0,1,7
0,0,1,0,1,0,1,8
1,1,1,0,2,0,2,8
2,2,1,1,3,1,4,8
3,3,2,1,5,2,7,8
4,4,2,2,7,4,11,8
5,5,2,2,9,6,15,8
6,6,2,3,11,9,20,8
7,7,2,1,13,10,23,8
8,8,3,1,16,11,27,8
9,9,1,1,17,12,29,8
10,10,1,1,18,13,31,8
11,11,1,0,19,13,32,8
12,12,1,0,20,13,33,8
13,13,1,0,21,13,34,8
14,14,0,0,21,13,34,8
0,0,1,0,1,0,1,9
1,1,1,1,2,1,3,9
2,2,2,1,4,2,6,9
3,3,1,1,5,3,8,9
4,4,0,1,5,4,9,9
5,5,1,0,6,4,10,9
6,6,1,0,7,4,11,9
7,7,0,0,7,4,11,9
0,0,1,0,1,0,1,10
1,1,1,0,2,0,2,10
2,2,1,0,3,0,3,10
3,3,1,0,4,0,4,10
4,4,2,0,6,0,6,10
5,5,3,0,9,0,9,10
6,6,3,1,12,1,13,10
7,7,0,1,12,2,14,10
8,8,1,0,13,2,15,10
9,9,2,0,15,2,17,10
10,10,1,1,16,3,19,10
11,11,1,1,17,4,21,10
12,12,0,0,17,4,21,10
0,0,1,0,1,0,1,11
1,1,0,1,1,1,2,11
2,2,0,0,1,1,2,11
0,0,1,0,1,0,1,12
1,1,0,1,1,1,2,12
2,2,0,0,1,1,2,12
0,0,1,0,1,0,1,13
1,1,0,0,1,0,1,13
0,0,1,0,1,0,1,14
1,1,0,0,1,0,1,14
0,0,1,0,1,0,1,15
1,1,1,0,2,0,2,15
2,2,1,0,3,0,3,15
3,3,1,0,4,0,4,15
4,4,2,0,6,0,6,15
5,5,1,0,7,0,7,15
6,6,0,0,7,0,7,15
0,0,1,0,1,0,1,16
1,1,0,2,1,2,3,16
2,2,1,0,2,2,4,16
3,3,1,0,3,2,5,16
4,4,0,1,3,3,6,16
5,5,0,0,3,3,6,16
0,0,1,0,1,0,1,17
1,1,2,0,3,0,3,17
2,2,2,0,5,0,5,17
3,3,1,1,6,1,7,17
4,4,0,0,6,1,7,17
0,0,1,0,1,0,1,18
1,1,1,0,2,0,2,18
2,2,1,1,3,1,4,18
3,3,0,1,3,2,5,18
4,4,0,0,3,2,5,18
0,0,1,0,1,0,1,19
1,1,0,0,1,0,1,19
0,0,1,0,1,0,1,20
1,1,1,0,2,0,2,20
2,2,0,2,2,2,4,20
3,3,1,1,3,3,6,20
4,4,1,0,4,3,7,20
5,5,0,0,4,3,7,20
0,0,1,0,1,0,1,21
1,1,0,1,1,1,2,21
2,2,0,1,1,2,3,21
3,3,1,0,2,2,4,21
4,4,1,0,3,2,5,21
5,5,1,0,4,2,6,21
6,6,2,1,6,3,9,21
7,7,1,0,7,3,10,21
8,8,0,0,7,3,10,21
0,0,1,0,1,0,1,22
1,1,0,0,1,0,1,22
0,0,1,0,1,0,1,23
1,1,0,0,1,0,1,23
0,0,1,0,1,0,1,24
1,1,2,0,3,0,3,24
2,2,2,0,5,0,5,24
3,3,0,0,5,0,5,24
0,0,1,0,1,0,1,25
1,1,3,0,4,0,4,25
2,2,2,1,6,1,7,25
3,3,1,1,7,2,9,25
4,4,1,0,8,2,10,25
5,5,0,0,8,2,10,25
0,0,1,0,1,0,1,26
1,1,1,0,2,0,2,26
2,2,1,0,3,0,3,26
3,3,1,0,4,0,4,26
4,4,0,0,4,0,4,26
0,0,1,0,1,0,1,27
1,1,0,1,1,1,2,27
2,2,0,0,1,1,2,27
0,0,1,0,1,0,1,28
1,1,0,1,1,1,2,28
2,2,0,0,1,1,2,28
0,0,1,0,1,0,1,29
1,1,1,0,2,0,2,29
2,2,0,0,2,0,2,29
0,0,1,0,1,0,1,30
1,1,1,0,2,0,2,30
2,2,1,0,3,0,3,30
3,3,2,0,5,0,5,30
4,4,0,1,5,1,6,30
5,5,0,1,5,2,7,30
6,6,0,0,5,2,7,30
0,0,1,0,1,0,1,31
1,1,0,0,1,0,1,31
0,0,1,0,1,0,1,32
1,1,1,1,2,1,3,32
2,2,1,1,3,2,5,32
3,3,2,2,5,4,9,32
4,4,2,3,7,7,14,32
5,5,0,0,7,7,14,32
0,0,1,0,1,0,1,33
1,1,1,0,2,0,2,33
2,2,0,0,2,0,2,33
0,0,1,0,1,0,1,34
1,1,0,1,1,1,2,34
2,2,0,2,1,3,4,34
3,3,1,4,2,7,9,34
4,4,1,1,3,8,11,34
5,5,1,0,4,8,12,34
6,6,0,0,4,8,12,34
0,0,1,0,1,0,1,35
1,1,0,0,1,0,1,35
0,0,1,0,1,0,1,36
1,1,0,0,1,0,1,36
0,0,1,0,1,0,1,37
1,1,2,0,3,0,3,37
2,2,1,0,4,0,4,37
3,3,1,0,5,0,5,37
4,4,1,0,6,0,6,37
5,5,1,0,7,0,7,37
6,6,0,1,7,1,8,37
7,7,0,0,7,1,8,37
0,0,1,0,1,0,1,38
1,1,1,0,2,0,2,38
2,2,0,0,2,0,2,38
0,0,1,0,1,0,1,39
1,1,0,0,1,0,1,39
0,0,1,0,1,0,1,40
1,1,0,2,1,2,3,40
2,2,0,1,1,3,4,40
3,3,0,0,1,3,4,40
0,0,1,0,1,0,1,41
1,1,1,0,2,0,2,41
2,2,2,0,4,0,4,41
3,3,0,0,4,0,4,41
0,0,1,0,1,0,1,42
1,1,0,1,1,1,2,42
2,2,0,1,1,2,3,42
3,3,1,0,2,2,4,42
4,4,0,0,2,2,4,42
0,0,1,0,1,0,1,43
1,1,1,0,2,0,2,43
2,2,3,0,5,0,5,43
3,3,0,1,5,1,6,43
4,4,0,1,5,2,7,43
5,5,0,1,5,3,8,43
6,6,0,0,5,3,8,43
0,0,1,0,1,0,1,44
1,1,1,0,2,0,2,44
2,2,1,0,3,0,3,44
3,3,0,0,3,0,3,44
0,0,1,0,1,0,1,45
1,1,1,0,2,0,2,45
2,2,3,0,5,0,5,45
3,3,2,2,7,2,9,45
4,4,5,4,12,6,18,45
5,5,0,5,12,11,23,45
6,6,0,4,12,15,27,45
7,7,0,0,12,15,27,45
0,0,1,0,1,0,1,46
1,1,2,0,3,0,3,46
2,2,2,1,5,1,6,46
3,3,1,2,6,3,9,46
4,4,1,1,7,4,11,46
5,5,1,2,8,6,14,46
6,6,0,3,8,9,17,46
7,7,1,1,9,10,19,46
8,8,1,0,10,10,20,46
9,9,0,0,10,10,20,46
0,0,1,0,1,0,1,47
1,1,1,0,2,0,2,47
2,2,1,0,3,0,3,47
3,3,0,0,3,0,3,47
0,0,1,0,1,0,1,48
1,1,0,0,1,0,1,48
0,0,1,0,1,0,1,49
1,1,2,0,3,0,3,49
2,2,1,1,4,1,5,49
3,3,1,1,5,2,7,49
4,4,3,4,8,6,14,49
5,5,2,5,10,11,21,49
6,6,1,6,11,17,28,49
7,7,2,4,13,21,34,49
8,8,3,2,16,23,39,49
9,9,2,1,18,24,42,49
10,10,1,3,19,27,46,49
11,11,2,5,21,32,53,49
12,12,3,3,24,35,59,49
13,13,1,3,25,38,63,49
14,14,2,3,27,41,68,49
15,15,0,1,27,42,69,49
16,16,1,0,28,42,70,49
17,17,1,0,29,42,71,49
18,18,0,0,29,42,71,49
0,0,1,0,1,0,1,50
1,1,0,0,1,0,1,50
0,0,1,0,1,0,1,51
1,1,0,0,1,0,1,51
0,0,1,0,1,0,1,52
1,1,1,0,2,0,2,52
2,2,0,0,2,0,2,52
0,0,1,0,1,0,1,53
1,1,2,0,3,0,3,53
2,2,1,0,4,0,4,53
3,3,0,0,4,0,4,53
0,0,1,0,1,0,1,54
1,1,1,0,2,0,2,54
2,2,0,0,2,0,2,54
0,0,1,0,1,0,1,55
1,1,0,0,1,0,1,55
0,0,1,0,1,0,1,56
1,1,0,0,1,0,1,56
0,0,1,0,1,0,1,57
1,1,0,0,1,0,1,57
0,0,1,0,1,0,1,58
1,1,0,0,1,0,1,58
0,0,1,0,1,0,1,59
1,1,0,0,1,0,1,59
0,0,1,0,1,0,1,60
1,1,0,0,1,0,1,60
0,0,1,0,1,0,1,61
1,1,3,0,4,0,4,61
2,2,5,0,9,0,9,61
3,3,2,2,11,2,13,61
4,4,3,0,14,2,16,61
5,5,0,0,14,2,16,61
0,0,1,0,1,0,1,62
1,1,1,0,2,0,2,62
2,2,1,0,3,0,3,62
3,3,0,0,3,0,3,62
0,0,1,0,1,0,1,63
1,1,1,0,2,0,2,63
2,2,1,0,3,0,3,63
3,3,2,0,5,0,5,63
4,4,2,0,7,0,7,63
5,5,1,0,8,0,8,63
6,6,0,1,8,1,9,63
7,7,0,2,8,3,11,63
8,8,0,1,8,4,12,63
9,9,0,0,8,4,12,63
0,0,1,0,1,0,1,64
1,1,2,0,3,0,3,64
2,2,1,1,4,1,5,64
3,3,0,0,4,1,5,64
0,0,1,0,1,0,1,65
1,1,0,1,1,1,2,65
2,2,0,1,1,2,3,65
3,3,0,0,1,2,3,65
0,0,1,0,1,0,1,66
1,1,1,0,2,0,2,66
2,2,1,0,3,0,3,66
3,3,0,0,3,0,3,66
0,0,1,0,1,0,1,67
1,1,1,0,2,0,2,67
2,2,0,0,2,0,2,67
0,0,1,0,1,0,1,68
1,1,1,1,2,1,3,68
2,2,1,2,3,3,6,68
3,3,2,3,5,6,11,68
4,4,0,3,5,9,14,68
5,5,0,1,5,10,15,68
6,6,0,0,5,10,15,68
0,0,1,0,1,0,1,69
1,1,1,0,2,0,2,69
2,2,0,1,2,1,3,69
3,3,0,1,2,2,4,69
4,4,0,1,2,3,5,69
5,5,0,1,2,4,6,69
6,6,0,0,2,4,6,69
0,0,1,0,1,0,1,70
1,1,0,2,1,2,3,70
2,2,0,1,1,3,4,70
3,3,1,1,2,4,6,70
4,4,1,3,3,7,10,70
5,5,0,4,3,11,14,70
6,6,0,5,3,16,19,70
7,7,0,3,3,19,22,70
8,8,1,1,4,20,24,70
9,9,1,1,5,21,26,70
10,10,1,1,6,22,28,70
11,11,1,1,7,23,30,70
12,12,0,0,7,23,30,70
0,0,1,0,1,0,1,71
1,1,1,0,2,0,2,71
2,2,1,0,3,0,3,71
3,3,0,0,3,0,3,71
0,0,1,0,1,0,1,72
1,1,0,0,1,0,1,72
0,0,1,0,1,0,1,73
1,1,1,1,2,1,3,73
2,2,0,0,2,1,3,73
0,0,1,0,1,0,1,74
1,1,1,0,2,0,2,74
2,2,1,0,3,0,3,74
3,3,1,0,4,0,4,74
4,4,4,0,8,0,8,74
5,5,1,1,9,1,10,74
6,6,0,1,9,2,11,74
7,7,0,0,9,2,11,74
0,0,1,0,1,0,1,75
1,1,1,0,2,0,2,75
2,2,2,1,4,1,5,75
3,3,4,2,8,3,11,75
4,4,4,4,12,7,19,75
5,5,7,3,19,10,29,75
6,6,2,4,21,14,35,75
7,7,0,2,21,16,37,75
8,8,0,3,21,19,40,75
9,9,1,0,22,19,41,75
10,10,0,0,22,19,41,75
0,0,1,0,1,0,1,76
1,1,0,0,1,0,1,76
0,0,1,0,1,0,1,77
1,1,2,0,3,0,3,77
2,2,3,0,6,0,6,77
3,3,1,2,7,2,9,77
4,4,0,5,7,7,14,77
5,5,0,3,7,10,17,77
6,6,1,2,8,12,20,77
7,7,1,0,9,12,21,77
8,8,0,0,9,12,21,77
0,0,1,0,1,0,1,78
1,1,3,0,4,0,4,78
2,2,3,0,7,0,7,78
3,3,3,0,10,0,10,78
4,4,0,1,10,1,11,78
5,5,0,1,10,2,12,78
6,6,0,0,10,2,12,78
0,0,1,0,1,0,1,79
1,1,0,0,1,0,1,79
0,0,1,0,1,0,1,80
1,1,1,0,2,0,2,80
2,2,0,1,2,1,3,80
3,3,0,1,2,2,4,80
4,4,0,0,2,2,4,80
0,0,1,0,1,0,1,81
1,1,0,0,1,0,1,81
0,0,1,0,1,0,1,82
1,1,0,0,1,0,1,82
0,0,1,0,1,0,1,83
1,1,0,1,1,1,2,83
2,2,0,0,1,1,2,83
0,0,1,0,1,0,1,84
1,1,0,0,1,0,1,84
0,0,1,0,1,0,1,85
1,1,2,0,3,0,3,85
2,2,3,1,6,1,7,85
3,3,1,1,7,2,9,85
4,4,0,1,7,3,10,85
5,5,0,2,7,5,12,85
6,6,0,2,7,7,14,85
7,7,1,1,8,8,16,85
8,8,1,0,9,8,17,85
9,9,1,0,10,8,18,85
10,10,0,1,10,9,19,85
11,11,1,1,11,10,21,85
12,12,1,1,12,11,23,85
13,13,2,0,14,11,25,85
14,14,0,0,14,11,25,85
0,0,1,0,1,0,1,86
1,1,0,0,1,0,1,86
0,0,1,0,1,0,1,87
1,1,0,0,1,0,1,87
0,0,1,0,1,0,1,88
1,1,0,0,1,0,1,88
0,0,1,0,1,0,1,89
1,1,1,0,2,0,2,89
2,2,1,0,3,0,3,89
3,3,0,0,3,0,3,89
0,0,1,0,1,0,1,90
1,1,0,0,1,0,1,90
0,0,1,0,1,0,1,91
1,1,1,1,2,1,3,91
2,2,2,1,4,2,6,91
3,3,1,1,5,3,8,91
4,4,2,1,7,4,11,91
5,5,4,1,11,5,16,91
6,6,4,0,15,5,20,91
7,7,5,0,20,5,25,91
8,8,3,1,23,6,29,91
9,9,2,5,25,11,36,91
10,10,1,4,26,15,41,91
11,11,0,2,26,17,43,91
12,12,1,4,27,21,48,91
13,13,1,3,28,24,52,91
14,14,2,3,30,27,57,91
15,15,4,2,34,29,63,91
16,16,5,3,39,32,71,91
17,17,5,6,44,38,82,91
18,18,4,9,48,47,95,91
19,19,5,6,53,53,106,91
20,20,2,1,55,54,109,91
21,21,3,1,58,55,113,91
22,22,1,1,59,56,115,91
23,23,0,0,59,56,115,91
0,0,1,0,1,0,1,92
1,1,0,0,1,0,1,92
0,0,1,0,1,0,1,93
1,1,0,0,1,0,1,93
0,0,1,0,1,0,1,94
1,1,0,0,1,0,1,94
0,0,1,0,1,0,1,95
1,1,2,1,3,1,4,95
2,2,1,1,4,2,6,95
3,3,0,2,4,4,8,95
4,4,1,1,5,5,10,95
5,5,2,1,7,6,13,95
6,6,5,3,12,9,21,95
7,7,5,3,17,12,29,95
8,8,6,2,23,14,37,95
9,9,5,1,28,15,43,95
10,10,5,3,33,18,51,95
11,11,6,5,39,23,62,95
12,12,2,7,41,30,71,95
13,13,7,2,48,32,80,95
14,14,1,2,49,34,83,95
15,15,1,2,50,36,86,95
16,16,4,2,54,38,92,95
17,17,3,2,57,40,97,95
18,18,2,0,59,40,99,95
19,19,1,0,60,40,100,95
20,20,0,0,60,40,100,95
0,0,1,0,1,0,1,96
1,1,1,1,2,1,3,96
2,2,1,1,3,2,5,96
3,3,0,0,3,2,5,96
0,0,1,0,1,0,1,97
1,1,1,1,2,1,3,97
2,2,0,1,2,2,4,97
3,3,0,0,2,2,4,97
0,0,1,0,1,0,1,98
1,1,2,0,3,0,3,98
2,2,1,2,4,2,6,98
3,3,2,0,6,2,8,98
4,4,1,2,7,4,11,98
5,5,1,0,8,4,12,98
6,6,2,0,10,4,14,98
7,7,3,0,13,4,17,98
8,8,3,1,16,5,21,98
9,9,1,2,17,7,24,98
10,10,1,3,18,10,28,98
11,11,2,2,20,12,32,98
12,12,2,3,22,15,37,98
13,13,1,3,23,18,41,98
14,14,1,2,24,20,44,98
15,15,1,1,25,21,46,98
16,16,0,1,25,22,47,98
17,17,0,1,25,23,48,98
18,18,0,0,25,23,48,98
0,0,1,0,1,0,1,99
1,1,1,0,2,0,2,99
2,2,1,0,3,0,3,99
3,3,0,0,3,0,3,99
0,0,1,0,1,0,1,100
1,1,3,0,4,0,4,100
2,2,4,0,8,0,8,100
3,3,5,1,13,1,14,100
4,4,3,2,16,3,19,100
5,5,2,1,18,4,22,100
6,6,1,0,19,4,23,100
7,7,0,0,19,4,23,100
0,0,1,0,1,0,1,101
1,1,0,0,1,0,1,101
0,0,1,0,1,0,1,102
1,1,0,0,1,0,1,102
0,0,1,0,1,0,1,103
1,1,0,0,1,0,1,103
0,0,1,0,1,0,1,104
1,1,0,0,1,0,1,104
0,0,1,0,1,0,1,105
1,1,1,0,2,0,2,105
2,2,1,0,3,0,3,105
3,3,0,0,3,0,3,105
0,0,1,0,1,0,1,106
1,1,2,0,3,0,3,106
2,2,3,0,6,0,6,106
3,3,0,0,6,0,6,106
0,0,1,0,1,0,1,107
1,1,2,0,3,0,3,107
2,2,1,0,4,0,4,107
3,3,1,0,5,0,5,107
4,4,1,0,6,0,6,107
5,5,0,0,6,0,6,107
0,0,1,0,1,0,1,108
1,1,0,0,1,0,1,108
0,0,1,0,1,0,1,109
1,1,0,0,1,0,1,109
0,0,1,0,1,0,1,110
1,1,2,0,3,0,3,110
2,2,0,0,3,0,3,110
0,0,1,0,1,0,1,111
1,1,0,0,1,0,1,111
0,0,1,0,1,0,1,112
1,1,1,0,2,0,2,112
2,2,0,0,2,0,2,112
0,0,1,0,1,0,1,113
1,1,1,0,2,0,2,113
2,2,0,0,2,0,2,113
0,0,1,0,1,0,1,114
1,1,0,0,1,0,1,114
0,0,1,0,1,0,1,115
1,1,0,0,1,0,1,115
0,0,1,0,1,0,1,116
1,1,0,0,1,0,1,116
0,0,1,0,1,0,1,117
1,1,1,0,2,0,2,117
2,2,1,0,3,0,3,117
3,3,2,1,5,1,6,117
4,4,0,0,5,1,6,117
0,0,1,0,1,0,1,118
1,1,1,0,2,0,2,118
2,2,1,0,3,0,3,118
3,3,0,0,3,0,3,118
0,0,1,0,1,0,1,119
1,1,1,0,2,0,2,119
2,2,0,0,2,0,2,119
0,0,1,0,1,0,1,120
1,1,1,0,2,0,2,120
2,2,1,1,3,1,4,120
3,3,1,0,4,1,5,120
4,4,1,0,5,1,6,120
5,5,0,0,5,1,6,120
0,0,1,0,1,0,1,121
1,1,0,0,1,0,1,121
0,0,1,0,1,0,1,122
1,1,0,0,1,0,1,122
0,0,1,0,1,0,1,123
1,1,0,0,1,0,1,123
0,0,1,0,1,0,1,124
1,1,1,0,2,0,2,124
2,2,1,0,3,0,3,124
3,3,2,0,5,0,5,124
4,4,2,2,7,2,9,124
5,5,0,1,7,3,10,124
6,6,0,0,7,3,10,124
0,0,1,0,1,0,1,125
1,1,2,0,3,0,3,125
2,2,2,1,5,1,6,125
3,3,2,0,7,1,8,125
4,4,1,0,8,1,9,125
5,5,0,0,8,1,9,125
0,0,1,0,1,0,1,126
1,1,0,1,1,1,2,126
2,2,0,1,1,2,3,126
3,3,0,0,1,2,3,126
0,0,1,0,1,0,1,127
1,1,0,0,1,0,1,127
0,0,1,0,1,0,1,128
1,1,1,0,2,0,2,128
2,2,2,0,4,0,4,128
3,3,4,1,8,1,9,128
4,4,7,3,15,4,19,128
5,5,5,6,20,10,30,128
6,6,8,5,28,15,43,128
7,7,4,7,32,22,54,128
8,8,7,6,39,28,67,128
9,9,8,6,47,34,81,128
10,10,5,2,52,36,88,128
11,11,5,3,57,39,96,128
12,12,7,0,64,39,103,128
13,13,11,2,75,41,116,128
14,14,8,7,83,48,131,128
15,15,6,8,89,56,145,128
16,16,6,6,95,62,157,128
17,17,6,5,101,67,168,128
18,18,5,5,106,72,178,128
19,19,2,6,108,78,186,128
20,20,4,2,112,80,192,128
21,21,5,0,117,80,197,128
22,22,2,0,119,80,199,128
23,23,3,1,122,81,203,128
24,24,7,2,129,83,212,128
25,25,7,1,136,84,220,128
26,26,2,1,138,85,223,128
27,27,1,1,139,86,225,128
28,28,2,0,141,86,227,128
29,29,1,0,142,86,228,128
30,30,1,0,143,86,229,128
31,31,1,0,144,86,230,128
32,32,0,0,144,86,230,128
0,0,1,0,1,0,1,129
1,1,0,0,1,0,1,129
0,0,1,0,1,0,1,130
1,1,0,0,1,0,1,130
0,0,1,0,1,0,1,131
1,1,0,0,1,0,1,131
0,0,1,0,1,0,1,132
1,1,2,1,3,1,4,132
2,2,1,2,4,3,7,132
3,3,0,1,4,4,8,132
4,4,0,2,4,6,10,132
5,5,0,3,4,9,13,132
6,6,0,2,4,11,15,132
7,7,0,2,4,13,17,132
8,8,1,3,5,16,21,132
9,9,1,4,6,20,26,132
10,10,1,1,7,21,28,132
11,11,1,0,8,21,29,132
12,12,0,0,8,21,29,132
0,0,1,0,1,0,1,133
1,1,0,0,1,0,1,133
0,0,1,0,1,0,1,134
1,1,3,0,4,0,4,134
2,2,2,0,6,0,6,134
3,3,1,0,7,0,7,134
4,4,0,0,7,0,7,134
0,0,1,0,1,0,1,135
1,1,0,0,1,0,1,135
0,0,1,0,1,0,1,136
1,1,0,1,1,1,2,136
2,2,0,0,1,1,2,136
0,0,1,0,1,0,1,137
1,1,0,0,1,0,1,137
0,0,1,0,1,0,1,138
1,1,1,0,2,0,2,138
2,2,1,1,3,1,4,138
3,3,2,1,5,2,7,138
4,4,0,2,5,4,9,138
5,5,0,1,5,5,10,138
6,6,1,0,6,5,11,138
7,7,1,0,7,5,12,138
8,8,1,0,8,5,13,138
9,9,0,1,8,6,14,138
10,10,1,1,9,7,16,138
11,11,1,1,10,8,18,138
12,12,4,1,14,9,23,138
13,13,5,0,19,9,28,138
14,14,2,4,21,13,34,138
15,15,0,1,21,14,35,138
16,16,0,2,21,16,37,138
17,17,1,0,22,16,38,138
18,18,0,0,22,16,38,138
0,0,1,0,1,0,1,139
1,1,1,0,2,0,2,139
2,2,1,0,3,0,3,139
3,3,1,0,4,0,4,139
4,4,1,0,5,0,5,139
5,5,0,0,5,0,5,139
0,0,1,0,1,0,1,140
1,1,1,1,2,1,3,140
2,2,2,1,4,2,6,140
3,3,2,1,6,3,9,140
4,4,2,0,8,3,11,140
5,5,2,0,10,3,13,140
6,6,0,0,10,3,13,140
0,0,1,0,1,0,1,141
1,1,0,0,1,0,1,141
0,0,1,0,1,0,1,142
1,1,2,0,3,0,3,142
2,2,2,0,5,0,5,142
3,3,2,0,7,0,7,142
4,4,4,0,11,0,11,142
5,5,4,1,15,1,16,142
6,6,1,2,16,3,19,142
7,7,2,1,18,4,22,142
8,8,6,1,24,5,29,142
9,9,3,0,27,5,32,142
10,10,5,0,32,5,37,142
11,11,4,0,36,5,41,142
12,12,3,0,39,5,44,142
13,13,1,0,40,5,45,142
14,14,0,0,40,5,45,142
0,0,1,0,1,0,1,143
1,1,1,0,2,0,2,143
2,2,1,1,3,1,4,143
3,3,1,0,4,1,5,143
4,4,1,0,5,1,6,143
5,5,3,0,8,1,9,143
6,6,3,1,11,2,13,143
7,7,2,1,13,3,16,143
8,8,2,1,15,4,19,143
9,9,1,0,16,4,20,143
10,10,1,0,17,4,21,143
11,11,0,0,17,4,21,143
0,0,1,0,1,0,1,144
1,1,1,0,2,0,2,144
2,2,0,0,2,0,2,144
0,0,1,0,1,0,1,145
1,1,1,0,2,0,2,145
2,2,2,0,4,0,4,145
3,3,1,0,5,0,5,145
4,4,2,0,7,0,7,145
5,5,0,1,7,1,8,145
6,6,0,0,7,1,8,145
0,0,1,0,1,0,1,146
1,1,0,0,1,0,1,146
0,0,1,0,1,0,1,147
1,1,0,0,1,0,1,147
0,0,1,0,1,0,1,148
1,1,0,1,1,1,2,148
2,2,0,1,1,2,3,148
3,3,0,0,1,2,3,148
0,0,1,0,1,0,1,149
1,1,0,1,1,1,2,149
2,2,0,0,1,1,2,149
0,0,1,0,1,0,1,150
1,1,1,0,2,0,2,150
2,2,0,0,2,0,2,150
0,0,1,0,1,0,1,151
1,1,0,0,1,0,1,151
0,0,1,0,1,0,1,152
1,1,0,0,1,0,1,152
0,0,1,0,1,0,1,153
1,1,1,1,2,1,3,153
2,2,2,1,4,2,6,153
3,3,3,0,7,2,9,153
4,4,0,0,7,2,9,153
0,0,1,0,1,0,1,154
1,1,2,0,3,0,3,154
2,2,1,0,4,0,4,154
3,3,1,0,5,0,5,154
4,4,1,1,6,1,7,154
5,5,2,2,8,3,11,154
6,6,2,0,10,3,13,154
7,7,3,0,13,3,16,154
8,8,3,0,16,3,19,154
9,9,1,0,17,3,20,154
10,10,1,0,18,3,21,154
11,11,1,0,19,3,22,154
12,12,1,0,20,3,23,154
13,13,0,0,20,3,23,154
0,0,1,0,1,0,1,155
1,1,2,1,3,1,4,155
2,2,2,1,5,2,7,155
3,3,4,0,9,2,11,155
4,4,3,3,12,5,17,155
5,5,2,1,14,6,20,155
6,6,0,1,14,7,21,155
7,7,0,1,14,8,22,155
8,8,0,0,14,8,22,155
0,0,1,0,1,0,1,156
1,1,0,0,1,0,1,156
0,0,1,0,1,0,1,157
1,1,0,0,1,0,1,157
0,0,1,0,1,0,1,158
1,1,0,0,1,0,1,158
0,0,1,0,1,0,1,159
1,1,0,0,1,0,1,159
0,0,1,0,1,0,1,160
1,1,2,0,3,0,3,160
2,2,1,0,4,0,4,160
3,3,0,0,4,0,4,160
0,0,1,0,1,0,1,161
1,1,2,0,3,0,3,161
2,2,1,0,4,0,4,161
3,3,1,0,5,0,5,161
4,4,1,0,6,0,6,161
5,5,1,2,7,2,9,161
6,6,0,3,7,5,12,161
7,7,1,0,8,5,13,161
8,8,0,0,8,5,13,161
0,0,1,0,1,0,1,162
1,1,2,0,3,0,3,162
2,2,1,2,4,2,6,162
3,3,1,3,5,5,10,162
4,4,0,1,5,6,11,162
5,5,0,0,5,6,11,162
0,0,1,0,1,0,1,163
1,1,0,0,1,0,1,163
0,0,1,0,1,0,1,164
1,1,0,0,1,0,1,164
0,0,1,0,1,0,1,165
1,1,0,0,1,0,1,165
0,0,1,0,1,0,1,166
1,1,0,1,1,1,2,166
2,2,0,2,1,3,4,166
3,3,1,2,2,5,7,166
4,4,1,4,3,9,12,166
5,5,5,3,8,12,20,166
6,6,4,3,12,15,27,166
7,7,3,5,15,20,35,166
8,8,4,6,19,26,45,166
9,9,10,5,29,31,60,166
10,10,13,5,42,36,78,166
11,11,13,4,55,40,95,166
12,12,9,4,64,44,108,166
13,13,6,6,70,50,120,166
14,14,7,7,77,57,134,166
15,15,9,8,86,65,151,166
16,16,12,5,98,70,168,166
17,17,8,10,106,80,186,166
18,18,8,10,114,90,204,166
19,19,6,8,120,98,218,166
20,20,5,3,125,101,226,166
21,21,5,2,130,103,233,166
22,22,3,3,133,106,239,166
23,23,7,1,140,107,247,166
24,24,5,1,145,108,253,166
25,25,1,0,146,108,254,166
26,26,0,0,146,108,254,166
0,0,1,0,1,0,1,167
1,1,0,1,1,1,2,167
2,2,0,2,1,3,4,167
3,3,0,1,1,4,5,167
4,4,1,0,2,4,6,167
5,5,0,0,2,4,6,167
0,0,1,0,1,0,1,168
1,1,0,0,1,0,1,168
0,0,1,0,1,0,1,169
1,1,1,0,2,0,2,169
2,2,0,0,2,0,2,169
0,0,1,0,1,0,1,170
