,generation,new_infections_1,new_infections_2,total_infections_1,total_infections_2,total_infections,simulation_id
4,4,1,2,6,2,8,979
5,5,0,3,6,5,11,979
6,6,0,3,6,8,14,979
7,7,1,3,7,11,18,979
8,8,2,1,9,12,21,979
9,9,2,2,11,14,25,979
10,10,1,3,12,17,29,979
11,11,0,0,12,17,29,979
0,0,1,0,1,0,1,980
1,1,1,0,2,0,2,980
2,2,1,1,3,1,4,980
3,3,1,0,4,1,5,980
4,4,1,1,5,2,7,980
5,5,1,0,6,2,8,980
6,6,0,0,6,2,8,980
0,0,1,0,1,0,1,981
1,1,2,0,3,0,3,981
2,2,1,0,4,0,4,981
3,3,1,0,5,0,5,981
4,4,1,0,6,0,6,981
5,5,1,0,7,0,7,981
6,6,1,0,8,0,8,981
7,7,0,0,8,0,8,981
0,0,1,0,1,0,1,982
1,1,0,0,1,0,1,982
0,0,1,0,1,0,1,983
1,1,0,0,1,0,1,983
0,0,1,0,1,0,1,984
1,1,0,0,1,0,1,984
0,0,1,0,1,0,1,985
1,1,0,0,1,0,1,985
0,0,1,0,1,0,1,986
1,1,1,2,2,2,4,986
2,2,0,0,2,2,4,986
0,0,1,0,1,0,1,987
1,1,1,0,2,0,2,987
2,2,1,0,3,0,3,987
3,3,4,1,7,1,8,987
4,4,4,0,11,1,12,987
5,5,3,1,14,2,16,987
6,6,0,1,14,3,17,987
7,7,1,0,15,3,18,987
8,8,1,0,16,3,19,987
9,9,1,0,17,3,20,987
10,10,4,0,21,3,24,987
11,11,3,1,24,4,28,987
12,12,5,1,29,5,34,987
13,13,2,2,31,7,38,987
14,14,1,6,32,13,45,987
15,15,5,1,37,14,51,987
16,16,2,3,39,17,56,987
17,17,6,5,45,22,67,987
18,18,9,5,54,27,81,987
19,19,4,2,58,29,87,987
20,20,1,2,59,31,90,987
21,21,0,2,59,33,92,987
22,22,0,1,59,34,93,987
23,23,0,1,59,35,94,987
24,24,0,2,59,37,96,987
25,25,0,1,59,38,97,987
26,26,0,0,59,38,97,987
0,0,1,0,1,0,1,988
1,1,0,0,1,0,1,988
0,0,1,0,1,0,1,989
1,1,1,0,2,0,2,989
2,2,4,1,6,1,7,989
3,3,5,2,11,3,14,989
4,4,5,4,16,7,23,989
5,5,5,3,21,10,31,989
6,6,3,1,24,11,35,989
7,7,3,0,27,11,38,989
8,8,2,0,29,11,40,989
9,9,3,0,32,11,43,989
10,10,2,1,34,12,46,989
11,11,1,1,35,13,48,989
12,12,2,0,37,13,50,989
13,13,1,1,38,14,52,989
14,14,2,1,40,15,55,989
15,15,3,1,43,16,59,989
16,16,1,0,44,16,60,989
17,17,1,0,45,16,61,989
18,18,1,0,46,16,62,989
19,19,0,0,46,16,62,989
0,0,1,0,1,0,1,990
1,1,0,0,1,0,1,990
0,0,1,0,1,0,1,991
1,1,0,0,1,0,1,991
0,0,1,0,1,0,1,992
1,1,1,0,2,0,2,992
2,2,0,0,2,0,2,992
0,0,1,0,1,0,1,993
1,1,0,0,1,0,1,993
0,0,1,0,1,0,1,994
1,1,0,0,1,0,1,994
0,0,1,0,1,0,1,995
1,1,0,0,1,0,1,995
0,0,1,0,1,0,1,996
1,1,0,0,1,0,1,996
0,0,1,0,1,0,1,997
1,1,0,0,1,0,1,997
0,0,1,0,1,0,1,998
1,1,1,0,2,0,2,998
2,2,0,0,2,0,2,998
0,0,1,0,1,0,1,999
1,1,0,1,1,1,2,999
2,2,0,0,1,1,2,999
0,0,1,0,1,0,1,1000
1,1,0,1,1,1,2,1000
2,2,0,1,1,2,3,1000
3,3,0,0,1,2,3,1000
0,0,1,0,1,0,1,1001
1,1,2,0,3,0,3,1001
2,2,0,0,3,0,3,1001
0,0,1,0,1,0,1,1002
1,1,0,0,1,0,1,1002
0,0,1,0,1,0,1,1003
1,1,1,0,2,0,2,1003
2,2,0,0,2,0,2,1003
0,0,1,0,1,0,1,1004
1,1,0,0,1,0,1,1004
0,0,1,0,1,0,1,1005
1,1,0,0,1,0,1,1005
0,0,1,0,1,0,1,1006
1,1,3,1,4,1,5,1006
2,2,1,0,5,1,6,1006
3,3,0,0,5,1,6,1006
0,0,1,0,1,0,1,1007
1,1,1,0,2,0,2,1007
2,2,1,0,3,0,3,1007
3,3,2,0,5,0,5,1007
4,4,3,0,8,0,8,1007
5,5,3,1,11,1,12,1007
6,6,2,1,13,2,15,1007
7,7,2,3,15,5,20,1007
8,8,6,1,21,6,27,1007
9,9,3,1,24,7,31,1007
10,10,3,3,27,10,37,1007
11,11,1,5,28,15,43,1007
12,12,1,3,29,18,47,1007
13,13,1,2,30,20,50,1007
14,14,2,0,32,20,52,1007
15,15,3,0,35,20,55,1007
16,16,0,1,35,21,56,1007
17,17,0,2,35,23,58,1007
18,18,0,3,35,26,61,1007
19,19,3,1,38,27,65,1007
20,20,5,1,43,28,71,1007
21,21,2,3,45,31,76,1007
22,22,1,3,46,34,80,1007
23,23,1,6,47,40,87,1007
24,24,3,6,50,46,96,1007
25,25,3,5,53,51,104,1007
26,26,4,6,57,57,114,1007
27,27,6,4,63,61,124,1007
28,28,3,1,66,62,128,1007
29,29,3,1,69,63,132,1007
30,30,2,0,71,63,134,1007
31,31,0,0,71,63,134,1007
0,0,1,0,1,0,1,1008
1,1,0,1,1,1,2,1008
2,2,1,0,2,1,3,1008
3,3,1,0,3,1,4,1008
4,4,0,1,3,2,5,1008
5,5,0,0,3,2,5,1008
0,0,1,0,1,0,1,1009
1,1,1,0,2,0,2,1009
2,2,2,0,4,0,4,1009
3,3,4,0,8,0,8,1009
4,4,2,1,10,1,11,1009
5,5,4,1,14,2,16,1009
6,6,1,0,15,2,17,1009
7,7,0,0,15,2,17,1009
0,0,1,0,1,0,1,1010
1,1,2,0,3,0,3,1010
2,2,0,0,3,0,3,1010
0,0,1,0,1,0,1,1011
1,1,0,0,1,0,1,1011
0,0,1,0,1,0,1,1012
1,1,0,0,1,0,1,1012
0,0,1,0,1,0,1,1013
1,1,3,0,4,0,4,1013
2,2,0,0,4,0,4,1013
0,0,1,0,1,0,1,1014
1,1,2,0,3,0,3,1014
2,2,2,0,5,0,5,1014
3,3,3,0,8,0,8,1014
4,4,3,0,11,0,11,1014
5,5,3,1,14,1,15,1014
6,6,2,0,16,1,17,1014
7,7,0,0,16,1,17,1014
0,0,1,0,1,0,1,1015
1,1,0,0,1,0,1,1015
0,0,1,0,1,0,1,1016
1,1,0,0,1,0,1,1016
0,0,1,0,1,0,1,1017
1,1,1,0,2,0,2,1017
2,2,0,1,2,1,3,1017
3,3,0,2,2,3,5,1017
4,4,1,2,3,5,8,1017
5,5,1,2,4,7,11,1017
6,6,0,2,4,9,13,1017
7,7,0,1,4,10,14,1017
8,8,0,0,4,10,14,1017
0,0,1,0,1,0,1,1018
1,1,2,0,3,0,3,1018
2,2,1,0,4,0,4,1018
3,3,0,0,4,0,4,1018
0,0,1,0,1,0,1,1019
1,1,1,0,2,0,2,1019
2,2,1,0,3,0,3,1019
3,3,1,0,4,0,4,1019
4,4,0,0,4,0,4,1019
0,0,1,0,1,0,1,1020
1,1,0,0,1,0,1,1020
0,0,1,0,1,0,1,1021
1,1,1,0,2,0,2,1021
2,2,0,0,2,0,2,1021
0,0,1,0,1,0,1,1022
1,1,2,0,3,0,3,1022
2,2,0,0,3,0,3,1022
0,0,1,0,1,0,1,1023
1,1,2,0,3,0,3,1023
2,2,1,0,4,0,4,1023
3,3,0,1,4,1,5,1023
4,4,0,0,4,1,5,1023
0,0,1,0,1,0,1,1024
1,1,0,0,1,0,1,1024
0,0,1,0,1,0,1,1025
1,1,1,0,2,0,2,1025
2,2,2,0,4,0,4,1025
3,3,2,2,6,2,8,1025
4,4,2,3,8,5,13,1025
5,5,3,1,11,6,17,1025
6,6,2,1,13,7,20,1025
7,7,0,0,13,7,20,1025
0,0,1,0,1,0,1,1026
1,1,0,0,1,0,1,1026
0,0,1,0,1,0,1,1027
1,1,1,0,2,0,2,1027
2,2,0,1,2,1,3,1027
3,3,0,0,2,1,3,1027
0,0,1,0,1,0,1,1028
1,1,1,0,2,0,2,1028
2,2,0,0,2,0,2,1028
0,0,1,0,1,0,1,1029
1,1,0,0,1,0,1,1029
0,0,1,0,1,0,1,1030
1,1,0,2,1,2,3,1030
2,2,3,0,4,2,6,1030
3,3,0,1,4,3,7,1030
4,4,0,1,4,4,8,1030
5,5,1,1,5,5,10,1030
6,6,0,1,5,6,11,1030
7,7,0,3,5,9,14,1030
8,8,1,2,6,11,17,1030
9,9,0,2,6,13,19,1030
10,10,1,0,7,13,20,1030
11,11,0,1,7,14,21,1030
12,12,0,0,7,14,21,1030
0,0,1,0,1,0,1,1031
1,1,2,1,3,1,4,1031
2,2,2,0,5,1,6,1031
3,3,0,0,5,1,6,1031
0,0,1,0,1,0,1,1032
1,1,0,0,1,0,1,1032
0,0,1,0,1,0,1,1033
1,1,0,1,1,1,2,1033
2,2,1,0,2,1,3,1033
3,3,0,0,2,1,3,1033
0,0,1,0,1,0,1,1034
1,1,2,0,3,0,3,1034
2,2,1,1,4,1,5,1034
3,3,0,2,4,3,7,1034
4,4,1,1,5,4,9,1034
5,5,1,0,6,4,10,1034
6,6,1,0,7,4,11,1034
7,7,0,0,7,4,11,1034
0,0,1,0,1,0,1,1035
1,1,0,0,1,0,1,1035
0,0,1,0,1,0,1,1036
1,1,1,0,2,0,2,1036
2,2,1,0,3,0,3,1036
3,3,1,0,4,0,4,1036
4,4,1,0,5,0,5,1036
5,5,0,0,5,0,5,1036
0,0,1,0,1,0,1,1037
1,1,3,0,4,0,4,1037
2,2,3,1,7,1,8,1037
3,3,5,1,12,2,14,1037
4,4,1,1,13,3,16,1037
5,5,1,0,14,3,17,1037
6,6,1,2,15,5,20,1037
7,7,1,1,16,6,22,1037
8,8,1,0,17,6,23,1037
9,9,0,0,17,6,23,1037
0,0,1,0,1,0,1,1038
1,1,0,0,1,0,1,1038
0,0,1,0,1,0,1,1039
1,1,0,0,1,0,1,1039
0,0,1,0,1,0,1,1040
1,1,0,0,1,0,1,1040
0,0,1,0,1,0,1,1041
1,1,0,0,1,0,1,1041
0,0,1,0,1,0,1,1042
1,1,0,0,1,0,1,1042
0,0,1,0,1,0,1,1043
1,1,0,0,1,0,1,1043
0,0,1,0,1,0,1,1044
1,1,0,0,1,0,1,1044
0,0,1,0,1,0,1,1045
1,1,1,0,2,0,2,1045
2,2,0,1,2,1,3,1045
3,3,0,1,2,2,4,1045
4,4,0,0,2,2,4,1045
0,0,1,0,1,0,1,1046
1,1,2,0,3,0,3,1046
2,2,1,0,4,0,4,1046
3,3,0,0,4,0,4,1046
0,0,1,0,1,0,1,1047
1,1,0,0,1,0,1,1047
0,0,1,0,1,0,1,1048
1,1,1,0,2,0,2,1048
2,2,0,0,2,0,2,1048
0,0,1,0,1,0,1,1049
1,1,0,0,1,0,1,1049
0,0,1,0,1,0,1,1050
1,1,0,1,1,1,2,1050
2,2,2,0,3,1,4,1050
3,3,3,0,6,1,7,1050
4,4,3,0,9,1,10,1050
5,5,5,0,14,1,15,1050
6,6,4,0,18,1,19,1050
7,7,2,0,20,1,21,1050
8,8,0,0,20,1,21,1050
0,0,1,0,1,0,1,1051
1,1,1,1,2,1,3,1051
2,2,1,0,3,1,4,1051
3,3,1,0,4,1,5,1051
4,4,0,0,4,1,5,1051
0,0,1,0,1,0,1,1052
1,1,0,0,1,0,1,1052
0,0,1,0,1,0,1,1053
1,1,0,0,1,0,1,1053
0,0,1,0,1,0,1,1054
1,1,0,1,1,1,2,1054
2,2,1,0,2,1,3,1054
3,3,1,0,3,1,4,1054
4,4,0,0,3,1,4,1054
0,0,1,0,1,0,1,1055
1,1,1,1,2,1,3,1055
2,2,1,0,3,1,4,1055
3,3,0,0,3,1,4,1055
0,0,1,0,1,0,1,1056
1,1,0,0,1,0,1,1056
0,0,1,0,1,0,1,1057
1,1,0,1,1,1,2,1057
2,2,3,0,4,1,5,1057
3,3,2,0,6,1,7,1057
4,4,1,1,7,2,9,1057
5,5,0,0,7,2,9,1057
0,0,1,0,1,0,1,1058
1,1,1,0,2,0,2,1058
2,2,0,0,2,0,2,1058
0,0,1,0,1,0,1,1059
1,1,1,0,2,0,2,1059
2,2,1,0,3,0,3,1059
3,3,0,1,3,1,4,1059
4,4,0,0,3,1,4,1059
0,0,1,0,1,0,1,1060
1,1,2,0,3,0,3,1060
2,2,1,0,4,0,4,1060
3,3,0,0,4,0,4,1060
0,0,1,0,1,0,1,1061
1,1,0,0,1,0,1,1061
0,0,1,0,1,0,1,1062
1,1,0,0,1,0,1,1062
0,0,1,0,1,0,1,1063
1,1,1,1,2,1,3,1063
2,2,0,0,2,1,3,1063
0,0,1,0,1,0,1,1064
1,1,0,0,1,0,1,1064
0,0,1,0,1,0,1,1065
1,1,1,0,2,0,2,1065
2,2,0,0,2,0,2,1065
0,0,1,0,1,0,1,1066
1,1,1,0,2,0,2,1066
2,2,1,0,3,0,3,1066
3,3,0,0,3,0,3,1066
0,0,1,0,1,0,1,1067
1,1,1,0,2,0,2,1067
2,2,1,0,3,0,3,1067
3,3,1,0,4,0,4,1067
4,4,0,2,4,2,6,1067
5,5,0,3,4,5,9,1067
6,6,1,1,5,6,11,1067
7,7,0,0,5,6,11,1067
0,0,1,0,1,0,1,1068
1,1,2,0,3,0,3,1068
2,2,0,0,3,0,3,1068
0,0,1,0,1,0,1,1069
1,1,0,0,1,0,1,1069
0,0,1,0,1,0,1,1070
1,1,0,0,1,0,1,1070
0,0,1,0,1,0,1,1071
1,1,1,1,2,1,3,1071
2,2,0,0,2,1,3,1071
0,0,1,0,1,0,1,1072
1,1,0,0,1,0,1,1072
0,0,1,0,1,0,1,1073
1,1,3,1,4,1,5,1073
2,2,0,0,4,1,5,1073
0,0,1,0,1,0,1,1074
1,1,2,0,3,0,3,1074
2,2,1,1,4,1,5,1074
3,3,2,1,6,2,8,1074
4,4,2,2,8,4,12,1074
5,5,2,0,10,4,14,1074
6,6,1,0,11,4,15,1074
7,7,1,1,12,5,17,1074
8,8,1,0,13,5,18,1074
9,9,2,0,15,5,20,1074
10,10,1,0,16,5,21,1074
11,11,1,0,17,5,22,1074
12,12,2,1,19,6,25,1074
13,13,2,2,21,8,29,1074
14,14,1,2,22,10,32,1074
15,15,1,1,23,11,34,1074
16,16,1,1,24,12,36,1074
17,17,1,0,25,12,37,1074
18,18,0,0,25,12,37,1074
0,0,1,0,1,0,1,1075
1,1,1,1,2,1,3,1075
2,2,0,1,2,2,4,1075
3,3,0,1,2,3,5,1075
4,4,0,0,2,3,5,1075
0,0,1,0,1,0,1,1076
1,1,1,2,2,2,4,1076
2,2,0,0,2,2,4,1076
0,0,1,0,1,0,1,1077
1,1,1,0,2,0,2,1077
2,2,0,0,2,0,2,1077
0,0,1,0,1,0,1,1078
1,1,0,0,1,0,1,1078
0,0,1,0,1,0,1,1079
1,1,1,0,2,0,2,1079
2,2,2,0,4,0,4,1079
3,3,2,0,6,0,6,1079
4,4,0,1,6,1,7,1079
5,5,0,0,6,1,7,1079
0,0,1,0,1,0,1,1080
1,1,0,0,1,0,1,1080
0,0,1,0,1,0,1,1081
1,1,0,0,1,0,1,1081
0,0,1,0,1,0,1,1082
1,1,0,0,1,0,1,1082
0,0,1,0,1,0,1,1083
1,1,0,0,1,0,1,1083
0,0,1,0,1,0,1,1084
1,1,2,0,3,0,3,1084
2,2,1,0,4,0,4,1084
3,3,0,1,4,1,5,1084
4,4,1,1,5,2,7,1084
5,5,1,0,6,2,8,1084
6,6,1,0,7,2,9,1084
7,7,0,0,7,2,9,1084
0,0,1,0,1,0,1,1085
1,1,1,0,2,0,2,1085
2,2,0,0,2,0,2,1085
0,0,1,0,1,0,1,1086
1,1,1,0,2,0,2,1086
2,2,1,0,3,0,3,1086
3,3,0,0,3,0,3,1086
0,0,1,0,1,0,1,1087
1,1,1,0,2,0,2,1087
2,2,1,0,3,0,3,1087
3,3,0,0,3,0,3,1087
0,0,1,0,1,0,1,1088
1,1,0,0,1,0,1,1088
0,0,1,0,1,0,1,1089
1,1,1,0,2,0,2,1089
2,2,1,1,3,1,4,1089
3,3,2,3,5,4,9,1089
4,4,4,0,9,4,13,1089
5,5,2,0,11,4,15,1089
6,6,0,0,11,4,15,1089
0,0,1,0,1,0,1,1090
1,1,1,1,2,1,3,1090
2,2,0,0,2,1,3,1090
0,0,1,0,1,0,1,1091
1,1,1,0,2,0,2,1091
2,2,2,1,4,1,5,1091
3,3,2,0,6,1,7,1091
4,4,1,0,7,1,8,1091
5,5,1,0,8,1,9,1091
6,6,0,0,8,1,9,1091
0,0,1,0,1,0,1,1092
1,1,0,0,1,0,1,1092
0,0,1,0,1,0,1,1093
1,1,3,1,4,1,5,1093
2,2,0,0,4,1,5,1093
0,0,1,0,1,0,1,1094
1,1,0,0,1,0,1,1094
0,0,1,0,1,0,1,1095
1,1,1,0,2,0,2,1095
2,2,1,0,3,0,3,1095
3,3,1,1,4,1,5,1095
4,4,1,2,5,3,8,1095
5,5,0,1,5,4,9,1095
6,6,0,0,5,4,9,1095
0,0,1,0,1,0,1,1096
1,1,1,0,2,0,2,1096
2,2,0,0,2,0,2,1096
0,0,1,0,1,0,1,1097
1,1,3,0,4,0,4,1097
2,2,0,0,4,0,4,1097
0,0,1,0,1,0,1,1098
1,1,2,0,3,0,3,1098
2,2,1,1,4,1,5,1098
3,3,1,1,5,2,7,1098
4,4,2,2,7,4,11,1098
5,5,0,1,7,5,12,1098
6,6,0,1,7,6,13,1098
7,7,1,0,8,6,14,1098
8,8,0,0,8,6,14,1098
0,0,1,0,1,0,1,1099
1,1,2,0,3,0,3,1099
2,2,0,0,3,0,3,1099
0,0,1,0,1,0,1,1100
1,1,1,0,2,0,2,1100
2,2,0,2,2,2,4,1100
3,3,0,2,2,4,6,1100
4,4,0,0,2,4,6,1100
0,0,1,0,1,0,1,1101
1,1,2,0,3,0,3,1101
2,2,2,0,5,0,5,1101
3,3,2,0,7,0,7,1101
4,4,1,2,8,2,10,1101
5,5,0,4,8,6,14,1101
6,6,3,4,11,10,21,1101
7,7,2,5,13,15,28,1101
8,8,4,2,17,17,34,1101
9,9,6,2,23,19,42,1101
10,10,3,2,26,21,47,1101
11,11,1,4,27,25,52,1101
12,12,1,2,28,27,55,1101
13,13,2,2,30,29,59,1101
14,14,3,2,33,31,64,1101
15,15,2,2,35,33,68,1101
16,16,2,1,37,34,71,1101
17,17,2,1,39,35,74,1101
18,18,3,0,42,35,77,1101
19,19,1,0,43,35,78,1101
20,20,1,1,44,36,80,1101
21,21,0,1,44,37,81,1101
22,22,0,3,44,40,84,1101
23,23,0,0,44,40,84,1101
0,0,1,0,1,0,1,1102
1,1,1,0,2,0,2,1102
2,2,1,0,3,0,3,1102
3,3,0,0,3,0,3,1102
0,0,1,0,1,0,1,1103
1,1,0,0,1,0,1,1103
0,0,1,0,1,0,1,1104
1,1,0,0,1,0,1,1104
0,0,1,0,1,0,1,1105
1,1,1,0,2,0,2,1105
2,2,0,1,2,1,3,1105
3,3,0,0,2,1,3,1105
0,0,1,0,1,0,1,1106
1,1,0,0,1,0,1,1106
0,0,1,0,1,0,1,1107
1,1,0,0,1,0,1,1107
0,0,1,0,1,0,1,1108
1,1,0,1,1,1,2,1108
2,2,1,0,2,1,3,1108
3,3,0,1,2,2,4,1108
4,4,1,1,3,3,6,1108
5,5,1,1,4,4,8,1108
6,6,1,2,5,6,11,1108
7,7,1,0,6,6,12,1108
8,8,0,0,6,6,12,1108
0,0,1,0,1,0,1,1109
1,1,1,0,2,0,2,1109
2,2,1,0,3,0,3,1109
3,3,2,0,5,0,5,1109
4,4,1,0,6,0,6,1109
5,5,1,0,7,0,7,1109
6,6,2,0,9,0,9,1109
7,7,1,1,10,1,11,1109
8,8,0,1,10,2,12,1109
9,9,0,1,10,3,13,1109
10,10,0,0,10,3,13,1109
0,0,1,0,1,0,1,1110
1,1,1,0,2,0,2,1110
2,2,1,0,3,0,3,1110
3,3,1,0,4,0,4,1110
4,4,0,0,4,0,4,1110
0,0,1,0,1,0,1,1111
1,1,0,0,1,0,1,1111
0,0,1,0,1,0,1,1112
1,1,1,0,2,0,2,1112
2,2,1,0,3,0,3,1112
3,3,0,0,3,0,3,1112
0,0,1,0,1,0,1,1113
1,1,1,1,2,1,3,1113
2,2,0,0,2,1,3,1113
0,0,1,0,1,0,1,1114
1,1,0,0,1,0,1,1114
0,0,1,0,1,0,1,1115
1,1,1,0,2,0,2,1115
2,2,1,0,3,0,3,1115
3,3,0,0,3,0,3,1115
0,0,1,0,1,0,1,1116
1,1,1,0,2,0,2,1116
2,2,0,0,2,0,2,1116
0,0,1,0,1,0,1,1117
1,1,0,0,1,0,1,1117
0,0,1,0,1,0,1,1118
1,1,0,1,1,1,2,1118
2,2,0,0,1,1,2,1118
0,0,1,0,1,0,1,1119
1,1,1,0,2,0,2,1119
2,2,1,0,3,0,3,1119
3,3,1,0,4,0,4,1119
4,4,1,0,5,0,5,1119
5,5,4,0,9,0,9,1119
6,6,1,1,10,1,11,1119
7,7,1,0,11,1,12,1119
8,8,0,0,11,1,12,1119
0,0,1,0,1,0,1,1120
1,1,1,0,2,0,2,1120
2,2,2,0,4,0,4,1120
3,3,0,0,4,0,4,1120
0,0,1,0,1,0,1,1121
1,1,0,0,1,0,1,1121
0,0,1,0,1,0,1,1122
1,1,1,0,2,0,2,1122
2,2,0,1,2,1,3,1122
3,3,0,0,2,1,3,1122
0,0,1,0,1,0,1,1123
1,1,0,0,1,0,1,1123
0,0,1,0,1,0,1,1124
1,1,0,0,1,0,1,1124
0,0,1,0,1,0,1,1125
1,1,0,0,1,0,1,1125
0,0,1,0,1,0,1,1126
1,1,0,0,1,0,1,1126
0,0,1,0,1,0,1,1127
1,1,2,0,3,0,3,1127
2,2,0,0,3,0,3,1127
0,0,1,0,1,0,1,1128
1,1,1,1,2,1,3,1128
2,2,1,0,3,1,4,1128
3,3,1,2,4,3,7,1128
4,4,0,0,4,3,7,1128
0,0,1,0,1,0,1,1129
1,1,0,0,1,0,1,1129
0,0,1,0,1,0,1,1130
1,1,0,1,1,1,2,1130
2,2,0,2,1,3,4,1130
3,3,0,3,1,6,7,1130
4,4,0,0,1,6,7,1130
0,0,1,0,1,0,1,1131
1,1,1,0,2,0,2,1131
2,2,1,0,3,0,3,1131
3,3,2,1,5,1,6,1131
4,4,0,0,5,1,6,1131
0,0,1,0,1,0,1,1132
1,1,2,0,3,0,3,1132
2,2,0,0,3,0,3,1132
0,0,1,0,1,0,1,1133
1,1,1,0,2,0,2,1133
2,2,0,0,2,0,2,1133
0,0,1,0,1,0,1,1134
1,1,0,1,1,1,2,1134
2,2,0,0,1,1,2,1134
0,0,1,0,1,0,1,1135
1,1,0,0,1,0,1,1135
0,0,1,0,1,0,1,1136
1,1,0,0,1,0,1,1136
0,0,1,0,1,0,1,1137
1,1,0,0,1,0,1,1137
0,0,1,0,1,0,1,1138
1,1,2,0,3,0,3,1138
2,2,1,0,4,0,4,1138
3,3,0,1,4,1,5,1138
4,4,0,0,4,1,5,1138
0,0,1,0,1,0,1,1139
1,1,1,0,2,0,2,1139
2,2,1,0,3,0,3,1139
3,3,1,0,4,0,4,1139
4,4,2,0,6,0,6,1139
5,5,2,1,8,1,9,1139
6,6,0,1,8,2,10,1139
7,7,0,2,8,4,12,1139
8,8,0,0,8,4,12,1139
0,0,1,0,1,0,1,1140
1,1,0,0,1,0,1,1140
0,0,1,0,1,0,1,1141
1,1,0,0,1,0,1,1141
0,0,1,0,1,0,1,1142
1,1,2,0,3,0,3,1142
2,2,0,0,3,0,3,1142
0,0,1,0,1,0,1,1143
1,1,1,0,2,0,2,1143
2,2,0,0,2,0,2,1143
0,0,1,0,1,0,1,1144
1,1,0,1,1,1,2,1144
2,2,0,0,1,1,2,1144
0,0,1,0,1,0,1,1145
1,1,3,0,4,0,4,1145
2,2,0,0,4,0,4,1145
0,0,1,0,1,0,1,1146
1,1,1,1,2,1,3,1146
2,2,0,1,2,2,4,1146
3,3,0,0,2,2,4,1146
0,0,1,0,1,0,1,1147
1,1,0,0,1,0,1,1147
0,0,1,0,1,0,1,1148
1,1,0,0,1,0,1,1148
0,0,1,0,1,0,1,1149
1,1,1,2,2,2,4,1149
2,2,1,0,3,2,5,1149
3,3,2,0,5,2,7,1149
4,4,2,0,7,2,9,1149
5,5,3,2,10,4,14,1149
6,6,1,1,11,5,16,1149
7,7,0,2,11,7,18,1149
8,8,0,1,11,8,19,1149
9,9,0,3,11,11,22,1149
10,10,0,3,11,14,25,1149
11,11,1,3,12,17,29,1149
12,12,2,2,14,19,33,1149
13,13,0,3,14,22,36,1149
14,14,0,2,14,24,38,1149
15,15,1,3,15,27,42,1149
16,16,2,3,17,30,47,1149
17,17,2,1,19,31,50,1149
18,18,5,0,24,31,55,1149
19,19,4,0,28,31,59,1149
20,20,2,1,30,32,62,1149
21,21,0,0,30,32,62,1149
0,0,1,0,1,0,1,1150
1,1,0,0,1,0,1,1150
0,0,1,0,1,0,1,1151
1,1,1,0,2,0,2,1151
2,2,1,0,3,0,3,1151
3,3,0,0,3,0,3,1151
0,0,1,0,1,0,1,1152
1,1,1,0,2,0,2,1152
2,2,1,0,3,0,3,1152
3,3,0,0,3,0,3,1152
0,0,1,0,1,0,1,1153
1,1,0,0,1,0,1,1153
0,0,1,0,1,0,1,1154
1,1,1,0,2,0,2,1154
2,2,0,0,2,0,2,1154
0,0,1,0,1,0,1,1155
1,1,1,0,2,0,2,1155
2,2,0,0,2,0,2,1155
0,0,1,0,1,0,1,1156
1,1,0,0,1,0,1,1156
0,0,1,0,1,0,1,1157
1,1,1,0,2,0,2,1157
2,2,2,0,4,0,4,1157
3,3,2,2,6,2,8,1157
4,4,1,0,7,2,9,1157
5,5,2,0,9,2,11,1157
6,6,2,0,11,2,13,1157
7,7,2,1,13,3,16,1157
8,8,1,0,14,3,17,1157
9,9,1,1,15,4,19,1157
10,10,1,1,16,5,21,1157
11,11,2,2,18,7,25,1157
12,12,1,2,19,9,28,1157
13,13,1,3,20,12,32,1157
14,14,3,1,23,13,36,1157
15,15,0,1,23,14,37,1157
16,16,0,0,23,14,37,1157
0,0,1,0,1,0,1,1158
1,1,0,0,1,0,1,1158
0,0,1,0,1,0,1,1159
1,1,0,0,1,0,1,1159
0,0,1,0,1,0,1,1160
1,1,1,0,2,0,2,1160
2,2,1,1,3,1,4,1160
3,3,1,1,4,2,6,1160
4,4,2,0,6,2,8,1160
5,5,3,0,9,2,11,1160
6,6,2,0,11,2,13,1160
7,7,4,0,15,2,17,1160
8,8,1,2,16,4,20,1160
9,9,1,3,17,7,24,1160
10,10,0,5,17,12,29,1160
11,11,1,5,18,17,35,1160
12,12,0,2,18,19,37,1160
13,13,1,3,19,22,41,1160
14,14,1,3,20,25,45,1160
15,15,1,1,21,26,47,1160
16,16,2,1,23,27,50,1160
17,17,2,0,25,27,52,1160
18,18,2,1,27,28,55,1160
19,19,4,1,31,29,60,1160
20,20,2,0,33,29,62,1160
21,21,0,0,33,29,62,1160
0,0,1,0,1,0,1,1161
1,1,0,1,1,1,2,1161
2,2,1,0,2,1,3,1161
3,3,0,0,2,1,3,1161
0,0,1,0,1,0,1,1162
1,1,0,0,1,0,1,1162
0,0,1,0,1,0,1,1163
1,1,0,0,1,0,1,1163
0,0,1,0,1,0,1,1164
1,1,0,0,1,0,1,1164
0,0,1,0,1,0,1,1165
1,1,0,0,1,0,1,1165
0,0,1,0,1,0,1,1166
1,1,2,0,3,0,3,1166
2,2,1,0,4,0,4,1166
3,3,0,0,4,0,4,1166
0,0,1,0,1,0,1,1167
1,1,0,0,1,0,1,1167
0,0,1,0,1,0,1,1168
1,1,0,0,1,0,1,1168
0,0,1,0,1,0,1,1169
1,1,0,0,1,0,1,1169
