,generation,new_infections_1,new_infections_2,total_infections_1,total_infections_2,total_infections,simulation_id
1,1,0,0,1,0,1,2221
0,0,1,0,1,0,1,2222
1,1,0,0,1,0,1,2222
0,0,1,0,1,0,1,2223
1,1,2,1,3,1,4,2223
2,2,0,0,3,1,4,2223
0,0,1,0,1,0,1,2224
1,1,0,0,1,0,1,2224
0,0,1,0,1,0,1,2225
1,1,1,0,2,0,2,2225
2,2,1,0,3,0,3,2225
3,3,1,1,4,1,5,2225
4,4,1,1,5,2,7,2225
5,5,0,2,5,4,9,2225
6,6,0,4,5,8,13,2225
7,7,0,2,5,10,15,2225
8,8,1,1,6,11,17,2225
9,9,3,4,9,15,24,2225
10,10,2,7,11,22,33,2225
11,11,3,6,14,28,42,2225
12,12,4,5,18,33,51,2225
13,13,5,5,23,38,61,2225
14,14,7,4,30,42,72,2225
15,15,5,2,35,44,79,2225
16,16,5,2,40,46,86,2225
17,17,6,6,46,52,98,2225
18,18,9,3,55,55,110,2225
19,19,7,4,62,59,121,2225
20,20,3,6,65,65,130,2225
21,21,4,6,69,71,140,2225
22,22,4,7,73,78,151,2225
23,23,3,5,76,83,159,2225
24,24,6,6,82,89,171,2225
25,25,9,6,91,95,186,2225
26,26,6,9,97,104,201,2225
27,27,1,11,98,115,213,2225
28,28,1,11,99,126,225,2225
29,29,2,10,101,136,237,2225
30,30,3,12,104,148,252,2225
31,31,6,7,110,155,265,2225
32,32,5,9,115,164,279,2225
33,33,3,13,118,177,295,2225
34,34,5,7,123,184,307,2225
35,35,2,6,125,190,315,2225
36,36,5,9,130,199,329,2225
37,37,5,6,135,205,340,2225
38,38,4,9,139,214,353,2225
39,39,1,5,140,219,359,2225
40,40,0,2,140,221,361,2225
41,41,0,3,140,224,364,2225
42,42,0,5,140,229,369,2225
43,43,2,2,142,231,373,2225
44,44,4,1,146,232,378,2225
45,45,3,0,149,232,381,2225
46,46,0,0,149,232,381,2225
0,0,1,0,1,0,1,2226
1,1,1,0,2,0,2,2226
2,2,1,0,3,0,3,2226
3,3,2,1,5,1,6,2226
4,4,5,0,10,1,11,2226
5,5,3,0,13,1,14,2226
6,6,5,0,18,1,19,2226
7,7,4,1,22,2,24,2226
8,8,3,1,25,3,28,2226
9,9,1,2,26,5,31,2226
10,10,0,2,26,7,33,2226
11,11,1,0,27,7,34,2226
12,12,1,0,28,7,35,2226
13,13,1,0,29,7,36,2226
14,14,0,0,29,7,36,2226
0,0,1,0,1,0,1,2227
1,1,1,0,2,0,2,2227
2,2,0,0,2,0,2,2227
0,0,1,0,1,0,1,2228
1,1,2,0,3,0,3,2228
2,2,0,0,3,0,3,2228
0,0,1,0,1,0,1,2229
1,1,0,0,1,0,1,2229
0,0,1,0,1,0,1,2230
1,1,0,0,1,0,1,2230
0,0,1,0,1,0,1,2231
1,1,0,0,1,0,1,2231
0,0,1,0,1,0,1,2232
1,1,1,0,2,0,2,2232
2,2,0,0,2,0,2,2232
0,0,1,0,1,0,1,2233
1,1,0,0,1,0,1,2233
0,0,1,0,1,0,1,2234
1,1,1,0,2,0,2,2234
2,2,2,1,4,1,5,2234
3,3,6,0,10,1,11,2234
4,4,7,1,17,2,19,2234
5,5,1,2,18,4,22,2234
6,6,0,2,18,6,24,2234
7,7,0,2,18,8,26,2234
8,8,0,1,18,9,27,2234
9,9,0,0,18,9,27,2234
0,0,1,0,1,0,1,2235
1,1,3,0,4,0,4,2235
2,2,1,1,5,1,6,2235
3,3,0,0,5,1,6,2235
0,0,1,0,1,0,1,2236
1,1,2,0,3,0,3,2236
2,2,3,0,6,0,6,2236
3,3,3,1,9,1,10,2236
4,4,2,0,11,1,12,2236
5,5,2,0,13,1,14,2236
6,6,2,0,15,1,16,2236
7,7,2,1,17,2,19,2236
8,8,1,1,18,3,21,2236
9,9,3,0,21,3,24,2236
10,10,4,1,25,4,29,2236
11,11,6,3,31,7,38,2236
12,12,6,4,37,11,48,2236
13,13,2,3,39,14,53,2236
14,14,0,4,39,18,57,2236
15,15,0,1,39,19,58,2236
16,16,0,1,39,20,59,2236
17,17,1,1,40,21,61,2236
18,18,1,1,41,22,63,2236
19,19,1,0,42,22,64,2236
20,20,0,0,42,22,64,2236
0,0,1,0,1,0,1,2237
1,1,3,0,4,0,4,2237
2,2,1,0,5,0,5,2237
3,3,1,0,6,0,6,2237
4,4,1,0,7,0,7,2237
5,5,1,0,8,0,8,2237
6,6,0,0,8,0,8,2237
0,0,1,0,1,0,1,2238
1,1,0,0,1,0,1,2238
0,0,1,0,1,0,1,2239
1,1,0,0,1,0,1,2239
0,0,1,0,1,0,1,2240
1,1,0,0,1,0,1,2240
0,0,1,0,1,0,1,2241
1,1,0,0,1,0,1,2241
0,0,1,0,1,0,1,2242
1,1,0,0,1,0,1,2242
0,0,1,0,1,0,1,2243
1,1,0,0,1,0,1,2243
0,0,1,0,1,0,1,2244
1,1,0,0,1,0,1,2244
0,0,1,0,1,0,1,2245
1,1,2,1,3,1,4,2245
2,2,1,0,4,1,5,2245
3,3,0,0,4,1,5,2245
0,0,1,0,1,0,1,2246
1,1,1,1,2,1,3,2246
2,2,0,1,2,2,4,2246
3,3,0,2,2,4,6,2246
4,4,0,1,2,5,7,2246
5,5,0,1,2,6,8,2246
6,6,0,1,2,7,9,2246
7,7,0,1,2,8,10,2246
8,8,1,0,3,8,11,2246
9,9,0,0,3,8,11,2246
0,0,1,0,1,0,1,2247
1,1,1,0,2,0,2,2247
2,2,0,0,2,0,2,2247
0,0,1,0,1,0,1,2248
1,1,0,0,1,0,1,2248
0,0,1,0,1,0,1,2249
1,1,0,1,1,1,2,2249
2,2,0,0,1,1,2,2249
0,0,1,0,1,0,1,2250
1,1,1,0,2,0,2,2250
2,2,1,0,3,0,3,2250
3,3,1,0,4,0,4,2250
4,4,2,0,6,0,6,2250
5,5,0,1,6,1,7,2250
6,6,0,1,6,2,8,2250
7,7,0,0,6,2,8,2250
0,0,1,0,1,0,1,2251
1,1,0,0,1,0,1,2251
0,0,1,0,1,0,1,2252
1,1,0,0,1,0,1,2252
0,0,1,0,1,0,1,2253
1,1,0,1,1,1,2,2253
2,2,0,0,1,1,2,2253
0,0,1,0,1,0,1,2254
1,1,1,0,2,0,2,2254
2,2,2,0,4,0,4,2254
3,3,1,0,5,0,5,2254
4,4,1,1,6,1,7,2254
5,5,1,3,7,4,11,2254
6,6,0,2,7,6,13,2254
7,7,1,2,8,8,16,2254
8,8,1,1,9,9,18,2254
9,9,0,2,9,11,20,2254
10,10,0,1,9,12,21,2254
11,11,0,1,9,13,22,2254
12,12,0,2,9,15,24,2254
13,13,0,1,9,16,25,2254
14,14,0,1,9,17,26,2254
15,15,0,1,9,18,27,2254
16,16,0,1,9,19,28,2254
17,17,0,1,9,20,29,2254
18,18,0,0,9,20,29,2254
0,0,1,0,1,0,1,2255
1,1,2,0,3,0,3,2255
2,2,0,0,3,0,3,2255
0,0,1,0,1,0,1,2256
1,1,1,0,2,0,2,2256
2,2,0,0,2,0,2,2256
0,0,1,0,1,0,1,2257
1,1,0,0,1,0,1,2257
0,0,1,0,1,0,1,2258
1,1,0,0,1,0,1,2258
0,0,1,0,1,0,1,2259
1,1,1,0,2,0,2,2259
2,2,0,0,2,0,2,2259
0,0,1,0,1,0,1,2260
1,1,0,0,1,0,1,2260
0,0,1,0,1,0,1,2261
1,1,0,0,1,0,1,2261
0,0,1,0,1,0,1,2262
1,1,1,0,2,0,2,2262
2,2,3,0,5,0,5,2262
3,3,1,0,6,0,6,2262
4,4,0,0,6,0,6,2262
0,0,1,0,1,0,1,2263
1,1,2,0,3,0,3,2263
2,2,0,1,3,1,4,2263
3,3,1,1,4,2,6,2263
4,4,0,1,4,3,7,2263
5,5,0,0,4,3,7,2263
0,0,1,0,1,0,1,2264
1,1,1,1,2,1,3,2264
2,2,0,0,2,1,3,2264
0,0,1,0,1,0,1,2265
1,1,1,0,2,0,2,2265
2,2,1,0,3,0,3,2265
3,3,1,0,4,0,4,2265
4,4,1,0,5,0,5,2265
5,5,2,0,7,0,7,2265
6,6,3,0,10,0,10,2265
7,7,4,0,14,0,14,2265
8,8,4,1,18,1,19,2265
9,9,5,0,23,1,24,2265
10,10,6,1,29,2,31,2265
11,11,6,0,35,2,37,2265
12,12,2,0,37,2,39,2265
13,13,2,1,39,3,42,2265
14,14,0,0,39,3,42,2265
0,0,1,0,1,0,1,2266
1,1,0,0,1,0,1,2266
0,0,1,0,1,0,1,2267
1,1,1,0,2,0,2,2267
2,2,0,0,2,0,2,2267
0,0,1,0,1,0,1,2268
1,1,0,0,1,0,1,2268
0,0,1,0,1,0,1,2269
1,1,1,0,2,0,2,2269
2,2,1,0,3,0,3,2269
3,3,1,0,4,0,4,2269
4,4,1,0,5,0,5,2269
5,5,1,0,6,0,6,2269
6,6,0,1,6,1,7,2269
7,7,0,1,6,2,8,2269
8,8,0,0,6,2,8,2269
0,0,1,0,1,0,1,2270
1,1,2,0,3,0,3,2270
2,2,5,0,8,0,8,2270
3,3,7,1,15,1,16,2270
4,4,5,3,20,4,24,2270
5,5,4,3,24,7,31,2270
6,6,4,0,28,7,35,2270
7,7,1,1,29,8,37,2270
8,8,0,2,29,10,39,2270
9,9,1,3,30,13,43,2270
10,10,0,1,30,14,44,2270
11,11,0,0,30,14,44,2270
0,0,1,0,1,0,1,2271
1,1,0,0,1,0,1,2271
0,0,1,0,1,0,1,2272
1,1,1,0,2,0,2,2272
2,2,0,0,2,0,2,2272
0,0,1,0,1,0,1,2273
1,1,0,0,1,0,1,2273
0,0,1,0,1,0,1,2274
1,1,0,1,1,1,2,2274
2,2,0,0,1,1,2,2274
0,0,1,0,1,0,1,2275
1,1,1,0,2,0,2,2275
2,2,1,0,3,0,3,2275
3,3,0,0,3,0,3,2275
0,0,1,0,1,0,1,2276
1,1,1,0,2,0,2,2276
2,2,1,0,3,0,3,2276
3,3,0,0,3,0,3,2276
0,0,1,0,1,0,1,2277
1,1,0,0,1,0,1,2277
0,0,1,0,1,0,1,2278
1,1,4,1,5,1,6,2278
2,2,0,0,5,1,6,2278
0,0,1,0,1,0,1,2279
1,1,1,0,2,0,2,2279
2,2,0,0,2,0,2,2279
0,0,1,0,1,0,1,2280
1,1,0,1,1,1,2,2280
2,2,1,0,2,1,3,2280
3,3,0,0,2,1,3,2280
0,0,1,0,1,0,1,2281
1,1,2,0,3,0,3,2281
2,2,0,0,3,0,3,2281
0,0,1,0,1,0,1,2282
1,1,0,0,1,0,1,2282
0,0,1,0,1,0,1,2283
1,1,0,0,1,0,1,2283
0,0,1,0,1,0,1,2284
1,1,2,0,3,0,3,2284
2,2,0,0,3,0,3,2284
0,0,1,0,1,0,1,2285
1,1,1,0,2,0,2,2285
2,2,1,1,3,1,4,2285
3,3,0,0,3,1,4,2285
0,0,1,0,1,0,1,2286
1,1,0,0,1,0,1,2286
0,0,1,0,1,0,1,2287
1,1,0,1,1,1,2,2287
2,2,1,0,2,1,3,2287
3,3,1,0,3,1,4,2287
4,4,1,0,4,1,5,2287
5,5,1,0,5,1,6,2287
6,6,1,1,6,2,8,2287
7,7,1,0,7,2,9,2287
8,8,2,0,9,2,11,2287
9,9,0,1,9,3,12,2287
10,10,0,0,9,3,12,2287
0,0,1,0,1,0,1,2288
1,1,1,0,2,0,2,2288
2,2,0,0,2,0,2,2288
0,0,1,0,1,0,1,2289
1,1,2,0,3,0,3,2289
2,2,2,0,5,0,5,2289
3,3,2,0,7,0,7,2289
4,4,0,0,7,0,7,2289
0,0,1,0,1,0,1,2290
1,1,1,0,2,0,2,2290
2,2,1,0,3,0,3,2290
3,3,0,0,3,0,3,2290
0,0,1,0,1,0,1,2291
1,1,0,0,1,0,1,2291
0,0,1,0,1,0,1,2292
1,1,2,0,3,0,3,2292
2,2,2,0,5,0,5,2292
3,3,1,0,6,0,6,2292
4,4,1,1,7,1,8,2292
5,5,1,1,8,2,10,2292
6,6,1,1,9,3,12,2292
7,7,0,2,9,5,14,2292
8,8,0,2,9,7,16,2292
9,9,0,1,9,8,17,2292
10,10,0,0,9,8,17,2292
0,0,1,0,1,0,1,2293
1,1,0,1,1,1,2,2293
2,2,0,0,1,1,2,2293
0,0,1,0,1,0,1,2294
1,1,0,0,1,0,1,2294
0,0,1,0,1,0,1,2295
1,1,2,0,3,0,3,2295
2,2,0,0,3,0,3,2295
0,0,1,0,1,0,1,2296
1,1,3,0,4,0,4,2296
2,2,1,0,5,0,5,2296
3,3,2,0,7,0,7,2296
4,4,1,1,8,1,9,2296
5,5,1,0,9,1,10,2296
6,6,0,0,9,1,10,2296
0,0,1,0,1,0,1,2297
1,1,1,1,2,1,3,2297
2,2,0,0,2,1,3,2297
0,0,1,0,1,0,1,2298
1,1,1,1,2,1,3,2298
2,2,3,0,5,1,6,2298
3,3,2,0,7,1,8,2298
4,4,1,1,8,2,10,2298
5,5,0,1,8,3,11,2298
6,6,0,4,8,7,15,2298
7,7,1,2,9,9,18,2298
8,8,3,2,12,11,23,2298
9,9,2,4,14,15,29,2298
10,10,2,10,16,25,41,2298
11,11,0,8,16,33,49,2298
12,12,3,3,19,36,55,2298
13,13,3,5,22,41,63,2298
14,14,2,6,24,47,71,2298
15,15,5,3,29,50,79,2298
16,16,4,5,33,55,88,2298
17,17,6,2,39,57,96,2298
18,18,4,2,43,59,102,2298
19,19,0,2,43,61,104,2298
20,20,0,2,43,63,106,2298
21,21,0,1,43,64,107,2298
22,22,2,0,45,64,109,2298
23,23,2,0,47,64,111,2298
24,24,2,1,49,65,114,2298
25,25,3,0,52,65,117,2298
26,26,3,1,55,66,121,2298
27,27,2,0,57,66,123,2298
28,28,0,0,57,66,123,2298
0,0,1,0,1,0,1,2299
1,1,1,0,2,0,2,2299
2,2,1,0,3,0,3,2299
3,3,0,0,3,0,3,2299
0,0,1,0,1,0,1,2300
1,1,0,1,1,1,2,2300
2,2,1,0,2,1,3,2300
3,3,1,0,3,1,4,2300
4,4,0,1,3,2,5,2300
5,5,0,1,3,3,6,2300
6,6,0,1,3,4,7,2300
7,7,3,0,6,4,10,2300
8,8,2,2,8,6,14,2300
9,9,2,2,10,8,18,2300
10,10,0,0,10,8,18,2300
0,0,1,0,1,0,1,2301
1,1,1,0,2,0,2,2301
2,2,1,2,3,2,5,2301
3,3,1,0,4,2,6,2301
4,4,2,0,6,2,8,2301
5,5,2,0,8,2,10,2301
6,6,2,0,10,2,12,2301
7,7,1,0,11,2,13,2301
8,8,1,0,12,2,14,2301
9,9,0,0,12,2,14,2301
0,0,1,0,1,0,1,2302
1,1,1,0,2,0,2,2302
2,2,0,1,2,1,3,2302
3,3,0,0,2,1,3,2302
0,0,1,0,1,0,1,2303
1,1,0,1,1,1,2,2303
2,2,0,0,1,1,2,2303
0,0,1,0,1,0,1,2304
1,1,0,0,1,0,1,2304
0,0,1,0,1,0,1,2305
1,1,0,1,1,1,2,2305
2,2,2,0,3,1,4,2305
3,3,1,0,4,1,5,2305
4,4,0,0,4,1,5,2305
0,0,1,0,1,0,1,2306
1,1,0,0,1,0,1,2306
0,0,1,0,1,0,1,2307
1,1,0,0,1,0,1,2307
0,0,1,0,1,0,1,2308
1,1,0,0,1,0,1,2308
0,0,1,0,1,0,1,2309
1,1,1,0,2,0,2,2309
2,2,1,1,3,1,4,2309
3,3,1,0,4,1,5,2309
4,4,2,1,6,2,8,2309
5,5,1,2,7,4,11,2309
6,6,0,1,7,5,12,2309
7,7,0,2,7,7,14,2309
8,8,0,3,7,10,17,2309
9,9,1,1,8,11,19,2309
10,10,2,0,10,11,21,2309
11,11,2,0,12,11,23,2309
12,12,4,0,16,11,27,2309
13,13,3,1,19,12,31,2309
14,14,3,1,22,13,35,2309
15,15,4,1,26,14,40,2309
16,16,1,1,27,15,42,2309
17,17,2,1,29,16,45,2309
18,18,1,0,30,16,46,2309
19,19,0,0,30,16,46,2309
0,0,1,0,1,0,1,2310
1,1,1,2,2,2,4,2310
2,2,2,0,4,2,6,2310
3,3,3,0,7,2,9,2310
4,4,4,0,11,2,13,2310
5,5,3,0,14,2,16,2310
6,6,2,0,16,2,18,2310
7,7,1,2,17,4,21,2310
8,8,0,1,17,5,22,2310
9,9,1,1,18,6,24,2310
10,10,2,2,20,8,28,2310
11,11,2,2,22,10,32,2310
12,12,0,2,22,12,34,2310
13,13,0,1,22,13,35,2310
14,14,0,0,22,13,35,2310
0,0,1,0,1,0,1,2311
1,1,0,0,1,0,1,2311
0,0,1,0,1,0,1,2312
1,1,2,0,3,0,3,2312
2,2,0,0,3,0,3,2312
0,0,1,0,1,0,1,2313
1,1,0,0,1,0,1,2313
0,0,1,0,1,0,1,2314
1,1,0,0,1,0,1,2314
0,0,1,0,1,0,1,2315
1,1,0,1,1,1,2,2315
2,2,0,0,1,1,2,2315
0,0,1,0,1,0,1,2316
1,1,1,0,2,0,2,2316
2,2,0,0,2,0,2,2316
0,0,1,0,1,0,1,2317
1,1,0,1,1,1,2,2317
2,2,1,0,2,1,3,2317
3,3,1,0,3,1,4,2317
4,4,2,0,5,1,6,2317
5,5,4,0,9,1,10,2317
6,6,3,1,12,2,14,2317
7,7,1,0,13,2,15,2317
8,8,0,0,13,2,15,2317
0,0,1,0,1,0,1,2318
1,1,2,0,3,0,3,2318
2,2,4,0,7,0,7,2318
3,3,7,0,14,0,14,2318
4,4,5,1,19,1,20,2318
5,5,3,2,22,3,25,2318
6,6,1,5,23,8,31,2318
7,7,2,7,25,15,40,2318
8,8,6,4,31,19,50,2318
9,9,3,3,34,22,56,2318
10,10,2,2,36,24,60,2318
11,11,0,3,36,27,63,2318
12,12,1,5,37,32,69,2318
13,13,2,1,39,33,72,2318
14,14,2,1,41,34,75,2318
15,15,2,2,43,36,79,2318
16,16,3,1,46,37,83,2318
17,17,4,0,50,37,87,2318
18,18,7,1,57,38,95,2318
19,19,5,1,62,39,101,2318
20,20,4,0,66,39,105,2318
21,21,3,1,69,40,109,2318
22,22,3,1,72,41,113,2318
23,23,4,2,76,43,119,2318
24,24,3,3,79,46,125,2318
25,25,4,5,83,51,134,2318
26,26,4,6,87,57,144,2318
27,27,5,6,92,63,155,2318
28,28,6,7,98,70,168,2318
29,29,6,3,104,73,177,2318
30,30,4,1,108,74,182,2318
31,31,1,0,109,74,183,2318
32,32,0,0,109,74,183,2318
0,0,1,0,1,0,1,2319
1,1,0,0,1,0,1,2319
0,0,1,0,1,0,1,2320
1,1,0,0,1,0,1,2320
0,0,1,0,1,0,1,2321
1,1,1,0,2,0,2,2321
2,2,0,0,2,0,2,2321
0,0,1,0,1,0,1,2322
1,1,0,0,1,0,1,2322
0,0,1,0,1,0,1,2323
1,1,1,0,2,0,2,2323
2,2,0,0,2,0,2,2323
0,0,1,0,1,0,1,2324
1,1,1,0,2,0,2,2324
2,2,0,0,2,0,2,2324
0,0,1,0,1,0,1,2325
1,1,1,0,2,0,2,2325
2,2,2,0,4,0,4,2325
3,3,1,0,5,0,5,2325
4,4,0,0,5,0,5,2325
0,0,1,0,1,0,1,2326
1,1,0,0,1,0,1,2326
0,0,1,0,1,0,1,2327
1,1,0,0,1,0,1,2327
0,0,1,0,1,0,1,2328
1,1,0,1,1,1,2,2328
2,2,0,1,1,2,3,2328
3,3,0,1,1,3,4,2328
4,4,0,2,1,5,6,2328
5,5,1,1,2,6,8,2328
6,6,2,0,4,6,10,2328
7,7,3,1,7,7,14,2328
8,8,1,0,8,7,15,2328
9,9,1,0,9,7,16,2328
10,10,0,0,9,7,16,2328
0,0,1,0,1,0,1,2329
1,1,1,0,2,0,2,2329
2,2,0,0,2,0,2,2329
0,0,1,0,1,0,1,2330
1,1,1,0,2,0,2,2330
2,2,1,1,3,1,4,2330
3,3,3,1,6,2,8,2330
4,4,0,2,6,4,10,2330
5,5,1,0,7,4,11,2330
6,6,1,0,8,4,12,2330
7,7,1,2,9,6,15,2330
8,8,1,0,10,6,16,2330
9,9,1,0,11,6,17,2330
10,10,0,0,11,6,17,2330
0,0,1,0,1,0,1,2331
1,1,1,0,2,0,2,2331
2,2,2,1,4,1,5,2331
3,3,3,0,7,1,8,2331
4,4,1,0,8,1,9,2331
5,5,0,0,8,1,9,2331
0,0,1,0,1,0,1,2332
1,1,0,2,1,2,3,2332
2,2,3,0,4,2,6,2332
3,3,2,0,6,2,8,2332
4,4,1,0,7,2,9,2332
5,5,2,0,9,2,11,2332
6,6,2,0,11,2,13,2332
7,7,0,0,11,2,13,2332
0,0,1,0,1,0,1,2333
1,1,1,1,2,1,3,2333
2,2,0,0,2,1,3,2333
0,0,1,0,1,0,1,2334
1,1,0,0,1,0,1,2334
0,0,1,0,1,0,1,2335
1,1,1,0,2,0,2,2335
2,2,1,0,3,0,3,2335
3,3,1,0,4,0,4,2335
4,4,1,0,5,0,5,2335
5,5,0,0,5,0,5,2335
0,0,1,0,1,0,1,2336
1,1,0,0,1,0,1,2336
0,0,1,0,1,0,1,2337
1,1,1,0,2,0,2,2337
2,2,1,0,3,0,3,2337
3,3,0,0,3,0,3,2337
0,0,1,0,1,0,1,2338
1,1,1,0,2,0,2,2338
2,2,0,0,2,0,2,2338
0,0,1,0,1,0,1,2339
1,1,2,0,3,0,3,2339
2,2,2,0,5,0,5,2339
3,3,0,0,5,0,5,2339
0,0,1,0,1,0,1,2340
1,1,1,0,2,0,2,2340
2,2,0,0,2,0,2,2340
0,0,1,0,1,0,1,2341
1,1,2,0,3,0,3,2341
2,2,0,0,3,0,3,2341
0,0,1,0,1,0,1,2342
1,1,1,0,2,0,2,2342
2,2,1,1,3,1,4,2342
3,3,2,0,5,1,6,2342
4,4,3,1,8,2,10,2342
5,5,2,1,10,3,13,2342
6,6,3,0,13,3,16,2342
7,7,1,1,14,4,18,2342
8,8,1,1,15,5,20,2342
9,9,1,1,16,6,22,2342
10,10,0,1,16,7,23,2342
11,11,0,0,16,7,23,2342
0,0,1,0,1,0,1,2343
1,1,1,1,2,1,3,2343
2,2,1,0,3,1,4,2343
3,3,1,0,4,1,5,2343
4,4,0,0,4,1,5,2343
0,0,1,0,1,0,1,2344
1,1,0,1,1,1,2,2344
2,2,1,0,2,1,3,2344
3,3,0,0,2,1,3,2344
0,0,1,0,1,0,1,2345
1,1,0,0,1,0,1,2345
0,0,1,0,1,0,1,2346
1,1,0,0,1,0,1,2346
0,0,1,0,1,0,1,2347
1,1,1,0,2,0,2,2347
2,2,0,0,2,0,2,2347
0,0,1,0,1,0,1,2348
1,1,0,0,1,0,1,2348
0,0,1,0,1,0,1,2349
1,1,0,0,1,0,1,2349
0,0,1,0,1,0,1,2350
1,1,1,0,2,0,2,2350
2,2,1,0,3,0,3,2350
3,3,0,1,3,1,4,2350
4,4,0,0,3,1,4,2350
0,0,1,0,1,0,1,2351
1,1,1,0,2,0,2,2351
2,2,0,1,2,1,3,2351
3,3,0,2,2,3,5,2351
4,4,0,0,2,3,5,2351
0,0,1,0,1,0,1,2352
1,1,1,0,2,0,2,2352
2,2,0,0,2,0,2,2352
0,0,1,0,1,0,1,2353
1,1,2,1,3,1,4,2353
2,2,1,0,4,1,5,2353
3,3,0,0,4,1,5,2353
0,0,1,0,1,0,1,2354
1,1,0,0,1,0,1,2354
0,0,1,0,1,0,1,2355
1,1,1,0,2,0,2,2355
2,2,3,0,5,0,5,2355
3,3,1,0,6,0,6,2355
4,4,1,0,7,0,7,2355
5,5,2,0,9,0,9,2355
6,6,4,0,13,0,13,2355
7,7,1,3,14,3,17,2355
8,8,0,2,14,5,19,2355
9,9,0,0,14,5,19,2355
0,0,1,0,1,0,1,2356
1,1,0,1,1,1,2,2356
2,2,0,0,1,1,2,2356
0,0,1,0,1,0,1,2357
1,1,0,0,1,0,1,2357
0,0,1,0,1,0,1,2358
1,1,1,0,2,0,2,2358
2,2,1,0,3,0,3,2358
3,3,1,0,4,0,4,2358
4,4,1,0,5,0,5,2358
5,5,0,1,5,1,6,2358
6,6,0,2,5,3,8,2358
7,7,0,2,5,5,10,2358
8,8,0,1,5,6,11,2358
9,9,0,0,5,6,11,2358
0,0,1,0,1,0,1,2359
1,1,1,0,2,0,2,2359
2,2,0,0,2,0,2,2359
0,0,1,0,1,0,1,2360
1,1,0,0,1,0,1,2360
0,0,1,0,1,0,1,2361
1,1,2,0,3,0,3,2361
2,2,1,2,4,2,6,2361
3,3,2,0,6,2,8,2361
4,4,1,0,7,2,9,2361
5,5,0,1,7,3,10,2361
6,6,0,1,7,4,11,2361
7,7,0,2,7,6,13,2361
8,8,0,1,7,7,14,2361
9,9,1,1,8,8,16,2361
10,10,1,0,9,8,17,2361
11,11,1,0,10,8,18,2361
12,12,0,1,10,9,19,2361
13,13,0,1,10,10,20,2361
14,14,0,1,10,11,21,2361
15,15,0,1,10,12,22,2361
16,16,0,0,10,12,22,2361
0,0,1,0,1,0,1,2362
1,1,0,0,1,0,1,2362
0,0,1,0,1,0,1,2363
1,1,1,0,2,0,2,2363
2,2,0,0,2,0,2,2363
0,0,1,0,1,0,1,2364
1,1,1,1,2,1,3,2364
2,2,2,0,4,1,5,2364
3,3,1,0,5,1,6,2364
4,4,0,0,5,1,6,2364
0,0,1,0,1,0,1,2365
1,1,1,0,2,0,2,2365
2,2,1,0,3,0,3,2365
3,3,0,0,3,0,3,2365
0,0,1,0,1,0,1,2366
1,1,2,0,3,0,3,2366
2,2,0,0,3,0,3,2366
0,0,1,0,1,0,1,2367
1,1,2,0,3,0,3,2367
2,2,0,0,3,0,3,2367
0,0,1,0,1,0,1,2368
1,1,1,0,2,0,2,2368
2,2,1,0,3,0,3,2368
3,3,2,0,5,0,5,2368
4,4,3,0,8,0,8,2368
5,5,1,1,9,1,10,2368
6,6,1,1,10,2,12,2368
7,7,2,1,12,3,15,2368
8,8,2,0,14,3,17,2368
9,9,3,0,17,3,20,2368
10,10,3,0,20,3,23,2368
11,11,2,1,22,4,26,2368
12,12,3,1,25,5,30,2368
13,13,1,2,26,7,33,2368
14,14,0,3,26,10,36,2368
15,15,0,1,26,11,37,2368
16,16,0,0,26,11,37,2368
0,0,1,0,1,0,1,2369
1,1,0,0,1,0,1,2369
0,0,1,0,1,0,1,2370
1,1,0,1,1,1,2,2370
2,2,1,0,2,1,3,2370
3,3,0,0,2,1,3,2370
0,0,1,0,1,0,1,2371
1,1,0,0,1,0,1,2371
0,0,1,0,1,0,1,2372
1,1,2,0,3,0,3,2372
2,2,1,0,4,0,4,2372
3,3,1,0,5,0,5,2372
4,4,2,0,7,0,7,2372
5,5,2,0,9,0,9,2372
6,6,2,0,11,0,11,2372
7,7,2,0,13,0,13,2372
8,8,1,0,14,0,14,2372
9,9,0,0,14,0,14,2372
0,0,1,0,1,0,1,2373
1,1,1,0,2,0,2,2373
2,2,0,0,2,0,2,2373
0,0,1,0,1,0,1,2374
1,1,1,1,2,1,3,2374
2,2,1,0,3,1,4,2374
3,3,1,0,4,1,5,2374
4,4,0,1,4,2,6,2374
5,5,0,0,4,2,6,2374
0,0,1,0,1,0,1,2375
1,1,2,1,3,1,4,2375
2,2,0,0,3,1,4,2375
0,0,1,0,1,0,1,2376
1,1,1,0,2,0,2,2376
2,2,1,0,3,0,3,2376
3,3,1,0,4,0,4,2376
4,4,0,1,4,1,5,2376
5,5,1,2,5,3,8,2376
6,6,1,0,6,3,9,2376
7,7,0,0,6,3,9,2376
0,0,1,0,1,0,1,2377
1,1,2,0,3,0,3,2377
2,2,1,0,4,0,4,2377
3,3,0,1,4,1,5,2377
4,4,0,2,4,3,7,2377
5,5,0,1,4,4,8,2377
6,6,0,2,4,6,10,2377
7,7,0,3,4,9,13,2377
8,8,2,3,6,12,18,2377
9,9,3,1,9,13,22,2377
10,10,4,2,13,15,28,2377
11,11,0,2,13,17,30,2377
12,12,1,0,14,17,31,2377
13,13,2,0,16,17,33,2377
14,14,2,1,18,18,36,2377
15,15,4,1,22,19,41,2377
