,generation,new_infections_1,new_infections_2,total_infections_1,total_infections_2,total_infections,simulation_id
1,1,2,0,3,0,3,4844
2,2,1,1,4,1,5,4844
3,3,2,1,6,2,8,4844
4,4,0,2,6,4,10,4844
5,5,1,2,7,6,13,4844
6,6,0,0,7,6,13,4844
0,0,1,0,1,0,1,4845
1,1,0,0,1,0,1,4845
0,0,1,0,1,0,1,4846
1,1,0,1,1,1,2,4846
2,2,0,1,1,2,3,4846
3,3,0,2,1,4,5,4846
4,4,0,3,1,7,8,4846
5,5,0,0,1,7,8,4846
0,0,1,0,1,0,1,4847
1,1,1,0,2,0,2,4847
2,2,1,0,3,0,3,4847
3,3,0,0,3,0,3,4847
0,0,1,0,1,0,1,4848
1,1,2,0,3,0,3,4848
2,2,3,1,6,1,7,4848
3,3,1,2,7,3,10,4848
4,4,2,4,9,7,16,4848
5,5,2,3,11,10,21,4848
6,6,2,3,13,13,26,4848
7,7,2,2,15,15,30,4848
8,8,1,2,16,17,33,4848
9,9,2,4,18,21,39,4848
10,10,4,1,22,22,44,4848
11,11,2,2,24,24,48,4848
12,12,2,1,26,25,51,4848
13,13,4,3,30,28,58,4848
14,14,4,3,34,31,65,4848
15,15,1,2,35,33,68,4848
16,16,1,1,36,34,70,4848
17,17,2,1,38,35,73,4848
18,18,1,1,39,36,75,4848
19,19,1,0,40,36,76,4848
20,20,3,0,43,36,79,4848
21,21,1,2,44,38,82,4848
22,22,0,1,44,39,83,4848
23,23,0,0,44,39,83,4848
0,0,1,0,1,0,1,4849
1,1,0,0,1,0,1,4849
0,0,1,0,1,0,1,4850
1,1,1,0,2,0,2,4850
2,2,0,0,2,0,2,4850
0,0,1,0,1,0,1,4851
1,1,0,1,1,1,2,4851
2,2,0,2,1,3,4,4851
3,3,0,0,1,3,4,4851
0,0,1,0,1,0,1,4852
1,1,2,0,3,0,3,4852
2,2,0,0,3,0,3,4852
0,0,1,0,1,0,1,4853
1,1,1,0,2,0,2,4853
2,2,1,0,3,0,3,4853
3,3,1,0,4,0,4,4853
4,4,0,0,4,0,4,4853
0,0,1,0,1,0,1,4854
1,1,1,0,2,0,2,4854
2,2,0,0,2,0,2,4854
0,0,1,0,1,0,1,4855
1,1,0,1,1,1,2,4855
2,2,0,1,1,2,3,4855
3,3,0,1,1,3,4,4855
4,4,0,1,1,4,5,4855
5,5,0,1,1,5,6,4855
6,6,0,0,1,5,6,4855
0,0,1,0,1,0,1,4856
1,1,2,0,3,0,3,4856
2,2,0,1,3,1,4,4856
3,3,0,2,3,3,6,4856
4,4,0,1,3,4,7,4856
5,5,0,0,3,4,7,4856
0,0,1,0,1,0,1,4857
1,1,0,0,1,0,1,4857
0,0,1,0,1,0,1,4858
1,1,0,1,1,1,2,4858
2,2,0,2,1,3,4,4858
3,3,0,0,1,3,4,4858
0,0,1,0,1,0,1,4859
1,1,0,0,1,0,1,4859
0,0,1,0,1,0,1,4860
1,1,1,0,2,0,2,4860
2,2,0,0,2,0,2,4860
0,0,1,0,1,0,1,4861
1,1,0,0,1,0,1,4861
0,0,1,0,1,0,1,4862
1,1,0,0,1,0,1,4862
0,0,1,0,1,0,1,4863
1,1,0,1,1,1,2,4863
2,2,0,3,1,4,5,4863
3,3,0,2,1,6,7,4863
4,4,0,0,1,6,7,4863
0,0,1,0,1,0,1,4864
1,1,1,0,2,0,2,4864
2,2,1,0,3,0,3,4864
3,3,0,0,3,0,3,4864
0,0,1,0,1,0,1,4865
1,1,2,0,3,0,3,4865
2,2,3,0,6,0,6,4865
3,3,2,0,8,0,8,4865
4,4,0,1,8,1,9,4865
5,5,0,0,8,1,9,4865
0,0,1,0,1,0,1,4866
1,1,0,1,1,1,2,4866
2,2,1,1,2,2,4,4866
3,3,2,0,4,2,6,4866
4,4,1,2,5,4,9,4866
5,5,1,0,6,4,10,4866
6,6,0,1,6,5,11,4866
7,7,0,1,6,6,12,4866
8,8,0,1,6,7,13,4866
9,9,0,0,6,7,13,4866
0,0,1,0,1,0,1,4867
1,1,0,0,1,0,1,4867
0,0,1,0,1,0,1,4868
1,1,4,0,5,0,5,4868
2,2,4,2,9,2,11,4868
3,3,6,1,15,3,18,4868
4,4,7,2,22,5,27,4868
5,5,6,1,28,6,34,4868
6,6,7,3,35,9,44,4868
7,7,1,4,36,13,49,4868
8,8,0,0,36,13,49,4868
0,0,1,0,1,0,1,4869
1,1,3,0,4,0,4,4869
2,2,2,2,6,2,8,4869
3,3,0,1,6,3,9,4869
4,4,0,0,6,3,9,4869
0,0,1,0,1,0,1,4870
1,1,0,0,1,0,1,4870
0,0,1,0,1,0,1,4871
1,1,0,0,1,0,1,4871
0,0,1,0,1,0,1,4872
1,1,0,0,1,0,1,4872
0,0,1,0,1,0,1,4873
1,1,1,0,2,0,2,4873
2,2,0,0,2,0,2,4873
0,0,1,0,1,0,1,4874
1,1,1,1,2,1,3,4874
2,2,3,0,5,1,6,4874
3,3,1,0,6,1,7,4874
4,4,1,0,7,1,8,4874
5,5,0,1,7,2,9,4874
6,6,0,1,7,3,10,4874
7,7,0,0,7,3,10,4874
0,0,1,0,1,0,1,4875
1,1,0,0,1,0,1,4875
0,0,1,0,1,0,1,4876
1,1,0,0,1,0,1,4876
0,0,1,0,1,0,1,4877
1,1,3,0,4,0,4,4877
2,2,1,0,5,0,5,4877
3,3,1,0,6,0,6,4877
4,4,0,0,6,0,6,4877
0,0,1,0,1,0,1,4878
1,1,0,0,1,0,1,4878
0,0,1,0,1,0,1,4879
1,1,1,0,2,0,2,4879
2,2,2,1,4,1,5,4879
3,3,1,0,5,1,6,4879
4,4,1,0,6,1,7,4879
5,5,2,0,8,1,9,4879
6,6,0,0,8,1,9,4879
0,0,1,0,1,0,1,4880
1,1,1,0,2,0,2,4880
2,2,2,0,4,0,4,4880
3,3,1,1,5,1,6,4880
4,4,3,0,8,1,9,4880
5,5,3,0,11,1,12,4880
6,6,1,1,12,2,14,4880
7,7,0,0,12,2,14,4880
0,0,1,0,1,0,1,4881
1,1,1,0,2,0,2,4881
2,2,0,0,2,0,2,4881
0,0,1,0,1,0,1,4882
1,1,1,0,2,0,2,4882
2,2,1,0,3,0,3,4882
3,3,0,0,3,0,3,4882
0,0,1,0,1,0,1,4883
1,1,1,0,2,0,2,4883
2,2,0,0,2,0,2,4883
0,0,1,0,1,0,1,4884
1,1,0,1,1,1,2,4884
2,2,0,0,1,1,2,4884
0,0,1,0,1,0,1,4885
1,1,0,0,1,0,1,4885
0,0,1,0,1,0,1,4886
1,1,0,0,1,0,1,4886
0,0,1,0,1,0,1,4887
1,1,2,0,3,0,3,4887
2,2,1,0,4,0,4,4887
3,3,1,0,5,0,5,4887
4,4,1,0,6,0,6,4887
5,5,1,0,7,0,7,4887
6,6,2,0,9,0,9,4887
7,7,0,1,9,1,10,4887
8,8,0,1,9,2,11,4887
9,9,0,1,9,3,12,4887
10,10,1,2,10,5,15,4887
11,11,0,1,10,6,16,4887
12,12,0,0,10,6,16,4887
0,0,1,0,1,0,1,4888
1,1,3,0,4,0,4,4888
2,2,2,0,6,0,6,4888
3,3,1,1,7,1,8,4888
4,4,1,1,8,2,10,4888
5,5,0,0,8,2,10,4888
0,0,1,0,1,0,1,4889
1,1,0,0,1,0,1,4889
0,0,1,0,1,0,1,4890
1,1,0,0,1,0,1,4890
0,0,1,0,1,0,1,4891
1,1,0,0,1,0,1,4891
0,0,1,0,1,0,1,4892
1,1,0,0,1,0,1,4892
0,0,1,0,1,0,1,4893
1,1,1,0,2,0,2,4893
2,2,0,0,2,0,2,4893
0,0,1,0,1,0,1,4894
1,1,2,0,3,0,3,4894
2,2,1,1,4,1,5,4894
3,3,1,0,5,1,6,4894
4,4,2,0,7,1,8,4894
5,5,0,0,7,1,8,4894
0,0,1,0,1,0,1,4895
1,1,0,0,1,0,1,4895
0,0,1,0,1,0,1,4896
1,1,1,0,2,0,2,4896
2,2,0,0,2,0,2,4896
0,0,1,0,1,0,1,4897
1,1,0,0,1,0,1,4897
0,0,1,0,1,0,1,4898
1,1,0,0,1,0,1,4898
0,0,1,0,1,0,1,4899
1,1,0,0,1,0,1,4899
0,0,1,0,1,0,1,4900
1,1,0,1,1,1,2,4900
2,2,0,1,1,2,3,4900
3,3,0,3,1,5,6,4900
4,4,0,2,1,7,8,4900
5,5,1,1,2,8,10,4900
6,6,0,1,2,9,11,4900
7,7,0,2,2,11,13,4900
8,8,1,3,3,14,17,4900
9,9,5,3,8,17,25,4900
10,10,4,5,12,22,34,4900
11,11,3,4,15,26,41,4900
12,12,1,4,16,30,46,4900
13,13,2,2,18,32,50,4900
14,14,1,1,19,33,52,4900
15,15,1,2,20,35,55,4900
16,16,2,1,22,36,58,4900
17,17,5,3,27,39,66,4900
18,18,2,4,29,43,72,4900
19,19,1,2,30,45,75,4900
20,20,1,0,31,45,76,4900
21,21,3,0,34,45,79,4900
22,22,1,0,35,45,80,4900
23,23,0,1,35,46,81,4900
24,24,0,0,35,46,81,4900
0,0,1,0,1,0,1,4901
1,1,0,0,1,0,1,4901
0,0,1,0,1,0,1,4902
1,1,1,1,2,1,3,4902
2,2,2,1,4,2,6,4902
3,3,0,0,4,2,6,4902
0,0,1,0,1,0,1,4903
1,1,2,0,3,0,3,4903
2,2,2,2,5,2,7,4903
3,3,1,1,6,3,9,4903
4,4,2,0,8,3,11,4903
5,5,1,0,9,3,12,4903
6,6,0,0,9,3,12,4903
0,0,1,0,1,0,1,4904
1,1,2,1,3,1,4,4904
2,2,1,2,4,3,7,4904
3,3,2,1,6,4,10,4904
4,4,4,1,10,5,15,4904
5,5,1,0,11,5,16,4904
6,6,0,0,11,5,16,4904
0,0,1,0,1,0,1,4905
1,1,1,0,2,0,2,4905
2,2,1,0,3,0,3,4905
3,3,0,1,3,1,4,4905
4,4,0,1,3,2,5,4905
5,5,0,0,3,2,5,4905
0,0,1,0,1,0,1,4906
1,1,0,0,1,0,1,4906
0,0,1,0,1,0,1,4907
1,1,1,0,2,0,2,4907
2,2,0,0,2,0,2,4907
0,0,1,0,1,0,1,4908
1,1,0,0,1,0,1,4908
0,0,1,0,1,0,1,4909
1,1,0,1,1,1,2,4909
2,2,1,1,2,2,4,4909
3,3,1,1,3,3,6,4909
4,4,2,2,5,5,10,4909
5,5,1,3,6,8,14,4909
6,6,2,6,8,14,22,4909
7,7,4,4,12,18,30,4909
8,8,2,2,14,20,34,4909
9,9,1,2,15,22,37,4909
10,10,1,2,16,24,40,4909
11,11,2,0,18,24,42,4909
12,12,0,2,18,26,44,4909
13,13,0,1,18,27,45,4909
14,14,0,1,18,28,46,4909
15,15,0,0,18,28,46,4909
0,0,1,0,1,0,1,4910
1,1,0,1,1,1,2,4910
2,2,1,1,2,2,4,4910
3,3,0,2,2,4,6,4910
4,4,1,2,3,6,9,4910
5,5,1,0,4,6,10,4910
6,6,0,0,4,6,10,4910
0,0,1,0,1,0,1,4911
1,1,1,0,2,0,2,4911
2,2,2,0,4,0,4,4911
3,3,0,0,4,0,4,4911
0,0,1,0,1,0,1,4912
1,1,1,0,2,0,2,4912
2,2,0,0,2,0,2,4912
0,0,1,0,1,0,1,4913
1,1,0,0,1,0,1,4913
0,0,1,0,1,0,1,4914
1,1,0,0,1,0,1,4914
0,0,1,0,1,0,1,4915
1,1,0,0,1,0,1,4915
0,0,1,0,1,0,1,4916
1,1,1,0,2,0,2,4916
2,2,1,0,3,0,3,4916
3,3,1,0,4,0,4,4916
4,4,0,0,4,0,4,4916
0,0,1,0,1,0,1,4917
1,1,2,0,3,0,3,4917
2,2,1,0,4,0,4,4917
3,3,0,0,4,0,4,4917
0,0,1,0,1,0,1,4918
1,1,0,0,1,0,1,4918
0,0,1,0,1,0,1,4919
1,1,0,0,1,0,1,4919
0,0,1,0,1,0,1,4920
1,1,1,0,2,0,2,4920
2,2,2,0,4,0,4,4920
3,3,0,0,4,0,4,4920
0,0,1,0,1,0,1,4921
1,1,1,0,2,0,2,4921
2,2,2,1,4,1,5,4921
3,3,2,0,6,1,7,4921
4,4,0,2,6,3,9,4921
5,5,0,3,6,6,12,4921
6,6,0,3,6,9,15,4921
7,7,0,2,6,11,17,4921
8,8,0,3,6,14,20,4921
9,9,0,2,6,16,22,4921
10,10,0,1,6,17,23,4921
11,11,0,0,6,17,23,4921
0,0,1,0,1,0,1,4922
1,1,2,0,3,0,3,4922
2,2,2,0,5,0,5,4922
3,3,3,0,8,0,8,4922
4,4,5,1,13,1,14,4922
5,5,6,2,19,3,22,4922
6,6,3,0,22,3,25,4922
7,7,3,0,25,3,28,4922
8,8,2,1,27,4,31,4922
9,9,4,1,31,5,36,4922
10,10,3,1,34,6,40,4922
11,11,0,0,34,6,40,4922
0,0,1,0,1,0,1,4923
1,1,1,0,2,0,2,4923
2,2,0,0,2,0,2,4923
0,0,1,0,1,0,1,4924
1,1,0,0,1,0,1,4924
0,0,1,0,1,0,1,4925
1,1,1,0,2,0,2,4925
2,2,1,0,3,0,3,4925
3,3,1,0,4,0,4,4925
4,4,0,0,4,0,4,4925
0,0,1,0,1,0,1,4926
1,1,1,1,2,1,3,4926
2,2,1,0,3,1,4,4926
3,3,0,0,3,1,4,4926
0,0,1,0,1,0,1,4927
1,1,0,0,1,0,1,4927
0,0,1,0,1,0,1,4928
1,1,1,0,2,0,2,4928
2,2,5,0,7,0,7,4928
3,3,2,0,9,0,9,4928
4,4,2,1,11,1,12,4928
5,5,0,1,11,2,13,4928
6,6,0,1,11,3,14,4928
7,7,1,1,12,4,16,4928
8,8,0,1,12,5,17,4928
9,9,0,0,12,5,17,4928
0,0,1,0,1,0,1,4929
1,1,0,0,1,0,1,4929
0,0,1,0,1,0,1,4930
1,1,0,0,1,0,1,4930
0,0,1,0,1,0,1,4931
1,1,0,0,1,0,1,4931
0,0,1,0,1,0,1,4932
1,1,0,0,1,0,1,4932
0,0,1,0,1,0,1,4933
1,1,0,0,1,0,1,4933
0,0,1,0,1,0,1,4934
1,1,0,0,1,0,1,4934
0,0,1,0,1,0,1,4935
1,1,0,2,1,2,3,4935
2,2,0,0,1,2,3,4935
0,0,1,0,1,0,1,4936
1,1,2,0,3,0,3,4936
2,2,3,1,6,1,7,4936
3,3,1,0,7,1,8,4936
4,4,0,0,7,1,8,4936
0,0,1,0,1,0,1,4937
1,1,1,0,2,0,2,4937
2,2,1,0,3,0,3,4937
3,3,2,1,5,1,6,4937
4,4,2,0,7,1,8,4937
5,5,1,0,8,1,9,4937
6,6,0,0,8,1,9,4937
0,0,1,0,1,0,1,4938
1,1,1,1,2,1,3,4938
2,2,1,0,3,1,4,4938
3,3,0,0,3,1,4,4938
0,0,1,0,1,0,1,4939
1,1,2,0,3,0,3,4939
2,2,3,1,6,1,7,4939
3,3,3,2,9,3,12,4939
4,4,6,1,15,4,19,4939
5,5,2,2,17,6,23,4939
6,6,1,0,18,6,24,4939
7,7,0,0,18,6,24,4939
0,0,1,0,1,0,1,4940
1,1,1,0,2,0,2,4940
2,2,1,1,3,1,4,4940
3,3,2,1,5,2,7,4940
4,4,0,3,5,5,10,4940
5,5,0,1,5,6,11,4940
6,6,0,0,5,6,11,4940
0,0,1,0,1,0,1,4941
1,1,1,0,2,0,2,4941
2,2,0,0,2,0,2,4941
0,0,1,0,1,0,1,4942
1,1,4,0,5,0,5,4942
2,2,3,0,8,0,8,4942
3,3,2,1,10,1,11,4942
4,4,2,0,12,1,13,4942
5,5,2,1,14,2,16,4942
6,6,2,0,16,2,18,4942
7,7,0,0,16,2,18,4942
0,0,1,0,1,0,1,4943
1,1,2,0,3,0,3,4943
2,2,1,0,4,0,4,4943
3,3,0,1,4,1,5,4943
4,4,0,1,4,2,6,4943
5,5,0,0,4,2,6,4943
0,0,1,0,1,0,1,4944
1,1,0,0,1,0,1,4944
0,0,1,0,1,0,1,4945
1,1,2,0,3,0,3,4945
2,2,0,0,3,0,3,4945
0,0,1,0,1,0,1,4946
1,1,0,0,1,0,1,4946
0,0,1,0,1,0,1,4947
1,1,0,0,1,0,1,4947
0,0,1,0,1,0,1,4948
1,1,1,1,2,1,3,4948
2,2,4,1,6,2,8,4948
3,3,4,3,10,5,15,4948
4,4,4,2,14,7,21,4948
5,5,3,1,17,8,25,4948
6,6,2,1,19,9,28,4948
7,7,4,0,23,9,32,4948
8,8,4,0,27,9,36,4948
9,9,2,1,29,10,39,4948
10,10,1,1,30,11,41,4948
11,11,1,2,31,13,44,4948
12,12,0,2,31,15,46,4948
13,13,0,5,31,20,51,4948
14,14,1,1,32,21,53,4948
15,15,0,0,32,21,53,4948
0,0,1,0,1,0,1,4949
1,1,0,0,1,0,1,4949
0,0,1,0,1,0,1,4950
1,1,0,0,1,0,1,4950
0,0,1,0,1,0,1,4951
1,1,0,0,1,0,1,4951
0,0,1,0,1,0,1,4952
1,1,2,0,3,0,3,4952
2,2,1,0,4,0,4,4952
3,3,1,0,5,0,5,4952
4,4,0,0,5,0,5,4952
0,0,1,0,1,0,1,4953
1,1,1,0,2,0,2,4953
2,2,1,0,3,0,3,4953
3,3,0,0,3,0,3,4953
0,0,1,0,1,0,1,4954
1,1,0,0,1,0,1,4954
0,0,1,0,1,0,1,4955
1,1,1,0,2,0,2,4955
2,2,1,0,3,0,3,4955
3,3,1,0,4,0,4,4955
4,4,1,0,5,0,5,4955
5,5,2,1,7,1,8,4955
6,6,0,1,7,2,9,4955
7,7,0,2,7,4,11,4955
8,8,1,1,8,5,13,4955
9,9,0,0,8,5,13,4955
0,0,1,0,1,0,1,4956
1,1,0,0,1,0,1,4956
0,0,1,0,1,0,1,4957
1,1,1,1,2,1,3,4957
2,2,1,0,3,1,4,4957
3,3,0,0,3,1,4,4957
0,0,1,0,1,0,1,4958
1,1,0,0,1,0,1,4958
0,0,1,0,1,0,1,4959
1,1,1,0,2,0,2,4959
2,2,1,0,3,0,3,4959
3,3,0,0,3,0,3,4959
0,0,1,0,1,0,1,4960
1,1,0,1,1,1,2,4960
2,2,0,0,1,1,2,4960
0,0,1,0,1,0,1,4961
1,1,1,0,2,0,2,4961
2,2,1,0,3,0,3,4961
3,3,1,0,4,0,4,4961
4,4,0,0,4,0,4,4961
0,0,1,0,1,0,1,4962
1,1,0,0,1,0,1,4962
0,0,1,0,1,0,1,4963
1,1,1,0,2,0,2,4963
2,2,0,1,2,1,3,4963
3,3,0,1,2,2,4,4963
4,4,0,1,2,3,5,4963
5,5,0,0,2,3,5,4963
0,0,1,0,1,0,1,4964
1,1,0,0,1,0,1,4964
0,0,1,0,1,0,1,4965
1,1,2,0,3,0,3,4965
2,2,2,1,5,1,6,4965
3,3,2,1,7,2,9,4965
4,4,2,2,9,4,13,4965
5,5,2,0,11,4,15,4965
6,6,0,0,11,4,15,4965
0,0,1,0,1,0,1,4966
1,1,1,0,2,0,2,4966
2,2,0,1,2,1,3,4966
3,3,1,1,3,2,5,4966
4,4,1,0,4,2,6,4966
5,5,1,0,5,2,7,4966
6,6,1,0,6,2,8,4966
7,7,2,0,8,2,10,4966
8,8,1,0,9,2,11,4966
9,9,2,0,11,2,13,4966
10,10,3,0,14,2,16,4966
11,11,3,1,17,3,20,4966
12,12,3,1,20,4,24,4966
13,13,2,0,22,4,26,4966
14,14,0,0,22,4,26,4966
0,0,1,0,1,0,1,4967
1,1,3,0,4,0,4,4967
2,2,1,1,5,1,6,4967
3,3,1,0,6,1,7,4967
4,4,2,0,8,1,9,4967
5,5,1,0,9,1,10,4967
6,6,2,0,11,1,12,4967
7,7,1,0,12,1,13,4967
8,8,0,0,12,1,13,4967
0,0,1,0,1,0,1,4968
1,1,1,0,2,0,2,4968
2,2,1,0,3,0,3,4968
3,3,1,0,4,0,4,4968
4,4,0,0,4,0,4,4968
0,0,1,0,1,0,1,4969
1,1,2,1,3,1,4,4969
2,2,1,3,4,4,8,4969
3,3,0,5,4,9,13,4969
4,4,1,2,5,11,16,4969
5,5,1,2,6,13,19,4969
6,6,2,3,8,16,24,4969
7,7,2,1,10,17,27,4969
8,8,1,2,11,19,30,4969
9,9,1,0,12,19,31,4969
10,10,1,0,13,19,32,4969
11,11,0,0,13,19,32,4969
0,0,1,0,1,0,1,4970
1,1,1,1,2,1,3,4970
2,2,2,1,4,2,6,4970
3,3,1,1,5,3,8,4970
4,4,1,0,6,3,9,4970
5,5,0,0,6,3,9,4970
0,0,1,0,1,0,1,4971
1,1,1,0,2,0,2,4971
2,2,1,0,3,0,3,4971
3,3,0,0,3,0,3,4971
0,0,1,0,1,0,1,4972
1,1,0,0,1,0,1,4972
0,0,1,0,1,0,1,4973
1,1,0,2,1,2,3,4973
2,2,1,2,2,4,6,4973
3,3,0,5,2,9,11,4973
4,4,0,3,2,12,14,4973
5,5,1,2,3,14,17,4973
6,6,0,1,3,15,18,4973
7,7,0,0,3,15,18,4973
0,0,1,0,1,0,1,4974
1,1,0,1,1,1,2,4974
2,2,0,1,1,2,3,4974
3,3,0,1,1,3,4,4974
4,4,1,0,2,3,5,4974
5,5,1,0,3,3,6,4974
6,6,2,0,5,3,8,4974
7,7,3,0,8,3,11,4974
8,8,2,0,10,3,13,4974
9,9,4,0,14,3,17,4974
10,10,4,2,18,5,23,4974
11,11,1,3,19,8,27,4974
12,12,0,2,19,10,29,4974
13,13,0,0,19,10,29,4974
0,0,1,0,1,0,1,4975
1,1,1,2,2,2,4,4975
2,2,1,0,3,2,5,4975
3,3,2,0,5,2,7,4975
4,4,0,1,5,3,8,4975
5,5,0,1,5,4,9,4975
6,6,0,1,5,5,10,4975
7,7,0,0,5,5,10,4975
0,0,1,0,1,0,1,4976
1,1,0,0,1,0,1,4976
0,0,1,0,1,0,1,4977
1,1,0,0,1,0,1,4977
0,0,1,0,1,0,1,4978
1,1,1,0,2,0,2,4978
2,2,1,0,3,0,3,4978
3,3,1,0,4,0,4,4978
4,4,1,0,5,0,5,4978
5,5,1,1,6,1,7,4978
6,6,0,0,6,1,7,4978
0,0,1,0,1,0,1,4979
1,1,1,0,2,0,2,4979
2,2,0,0,2,0,2,4979
0,0,1,0,1,0,1,4980
1,1,0,0,1,0,1,4980
0,0,1,0,1,0,1,4981
1,1,2,0,3,0,3,4981
2,2,1,0,4,0,4,4981
3,3,0,0,4,0,4,4981
0,0,1,0,1,0,1,4982
1,1,2,1,3,1,4,4982
2,2,2,1,5,2,7,4982
3,3,3,1,8,3,11,4982
4,4,2,2,10,5,15,4982
5,5,2,2,12,7,19,4982
6,6,1,1,13,8,21,4982
7,7,0,1,13,9,22,4982
8,8,0,2,13,11,24,4982
9,9,0,1,13,12,25,4982
10,10,0,0,13,12,25,4982
0,0,1,0,1,0,1,4983
1,1,0,0,1,0,1,4983
0,0,1,0,1,0,1,4984
1,1,1,0,2,0,2,4984
2,2,1,0,3,0,3,4984
3,3,1,0,4,0,4,4984
4,4,0,0,4,0,4,4984
0,0,1,0,1,0,1,4985
1,1,0,0,1,0,1,4985
0,0,1,0,1,0,1,4986
1,1,0,0,1,0,1,4986
0,0,1,0,1,0,1,4987
1,1,1,0,2,0,2,4987
2,2,2,0,4,0,4,4987
3,3,0,0,4,0,4,4987
0,0,1,0,1,0,1,4988
1,1,0,0,1,0,1,4988
0,0,1,0,1,0,1,4989
1,1,0,0,1,0,1,4989
0,0,1,0,1,0,1,4990
1,1,1,1,2,1,3,4990
2,2,1,1,3,2,5,4990
3,3,1,1,4,3,7,4990
4,4,1,1,5,4,9,4990
5,5,0,1,5,5,10,4990
6,6,0,0,5,5,10,4990
0,0,1,0,1,0,1,4991
1,1,1,0,2,0,2,4991
2,2,0,1,2,1,3,4991
3,3,0,0,2,1,3,4991
0,0,1,0,1,0,1,4992
1,1,2,0,3,0,3,4992
2,2,0,0,3,0,3,4992
0,0,1,0,1,0,1,4993
1,1,1,1,2,1,3,4993
2,2,2,1,4,2,6,4993
3,3,2,3,6,5,11,4993
4,4,1,2,7,7,14,4993
5,5,2,2,9,9,18,4993
6,6,1,2,10,11,21,4993
7,7,1,2,11,13,24,4993
8,8,1,1,12,14,26,4993
9,9,0,0,12,14,26,4993
0,0,1,0,1,0,1,4994
1,1,1,0,2,0,2,4994
2,2,0,0,2,0,2,4994
0,0,1,0,1,0,1,4995
1,1,0,1,1,1,2,4995
2,2,0,2,1,3,4,4995
3,3,1,3,2,6,8,4995
4,4,2,5,4,11,15,4995
5,5,3,2,7,13,20,4995
6,6,2,2,9,15,24,4995
7,7,1,1,10,16,26,4995
8,8,1,4,11,20,31,4995
9,9,1,3,12,23,35,4995
10,10,0,2,12,25,37,4995
11,11,0,0,12,25,37,4995
0,0,1,0,1,0,1,4996
1,1,1,0,2,0,2,4996
2,2,0,0,2,0,2,4996
0,0,1,0,1,0,1,4997
1,1,2,0,3,0,3,4997
2,2,2,1,5,1,6,4997
3,3,2,2,7,3,10,4997
4,4,1,2,8,5,13,4997
5,5,1,0,9,5,14,4997
6,6,1,0,10,5,15,4997
7,7,1,1,11,6,17,4997
8,8,0,3,11,9,20,4997
9,9,0,5,11,14,25,4997
10,10,0,5,11,19,30,4997
11,11,0,3,11,22,33,4997
12,12,0,0,11,22,33,4997
0,0,1,0,1,0,1,4998
1,1,2,0,3,0,3,4998
2,2,2,0,5,0,5,4998
3,3,2,0,7,0,7,4998
4,4,1,0,8,0,8,4998
5,5,2,0,10,0,10,4998
6,6,0,0,10,0,10,4998
0,0,1,0,1,0,1,4999
1,1,1,1,2,1,3,4999
2,2,2,1,4,2,6,4999
3,3,3,0,7,2,9,4999
4,4,2,1,9,3,12,4999
5,5,0,0,9,3,12,4999
0,0,1,0,1,0,1,5000
1,1,1,0,2,0,2,5000
2,2,0,0,2,0,2,5000
0,0,1,0,1,0,1,5001
1,1,0,0,1,0,1,5001
0,0,1,0,1,0,1,5002
1,1,1,0,2,0,2,5002
2,2,2,1,4,1,5,5002
3,3,2,0,6,1,7,5002
4,4,1,0,7,1,8,5002
5,5,1,0,8,1,9,5002
6,6,0,0,8,1,9,5002
0,0,1,0,1,0,1,5003
1,1,1,1,2,1,3,5003
2,2,1,0,3,1,4,5003
3,3,1,0,4,1,5,5003
4,4,1,1,5,2,7,5003
5,5,0,2,5,4,9,5003
6,6,0,2,5,6,11,5003
7,7,0,1,5,7,12,5003
8,8,0,1,5,8,13,5003
9,9,0,1,5,9,14,5003
10,10,0,1,5,10,15,5003
11,11,0,0,5,10,15,5003
0,0,1,0,1,0,1,5004
1,1,0,0,1,0,1,5004
0,0,1,0,1,0,1,5005
1,1,0,0,1,0,1,5005
0,0,1,0,1,0,1,5006
1,1,1,0,2,0,2,5006
2,2,2,0,4,0,4,5006
3,3,2,1,6,1,7,5006
4,4,1,0,7,1,8,5006
5,5,0,1,7,2,9,5006
6,6,0,0,7,2,9,5006
0,0,1,0,1,0,1,5007
1,1,1,0,2,0,2,5007
2,2,1,0,3,0,3,5007
3,3,1,0,4,0,4,5007
4,4,1,0,5,0,5,5007
5,5,0,0,5,0,5,5007
0,0,1,0,1,0,1,5008
1,1,0,0,1,0,1,5008
0,0,1,0,1,0,1,5009
1,1,0,0,1,0,1,5009
0,0,1,0,1,0,1,5010
1,1,0,0,1,0,1,5010
0,0,1,0,1,0,1,5011
1,1,1,0,2,0,2,5011
2,2,0,0,2,0,2,5011
0,0,1,0,1,0,1,5012
1,1,0,0,1,0,1,5012
0,0,1,0,1,0,1,5013
1,1,0,0,1,0,1,5013
0,0,1,0,1,0,1,5014
1,1,2,0,3,0,3,5014
2,2,3,0,6,0,6,5014
3,3,4,1,10,1,11,5014
4,4,3,2,13,3,16,5014
5,5,2,2,15,5,20,5014
6,6,1,2,16,7,23,5014
7,7,1,3,17,10,27,5014
8,8,1,2,18,12,30,5014
9,9,0,1,18,13,31,5014
10,10,0,1,18,14,32,5014
11,11,1,0,19,14,33,5014
12,12,1,0,20,14,34,5014
13,13,0,0,20,14,34,5014
0,0,1,0,1,0,1,5015
